"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 52 18 49 16 100 3.87
"2" "kukd" 365 0 0 1 NA 181 26 182 21 100 2.02
"3" "kuku" 1646 0 0 1 NA 905 48 900 47 100 1.82
"4" "pkd" 826 0 0 1 NA 398 28 395 27 100 2.08
"5" "pku" 1786 0 0 1 NA 1125 85 1123 62 100 1.59
"6" "pp" 15595 0 0 1 NA 3900 89 3904 86 100 4
"7" "tdkd" 76 0.08 NA 0.93 NA 50 16 48 15 100 1.52
"8" "tdku" 56 0 0 1 NA 28 7 28 8 100 2
"9" "tdp" 995 0 0 1 NA 495 30 493 31 100 2.01
"10" "tdtd" 186 0.0600000000000001 NA 0.94 NA 126 34 126 32 100 1.48
"11" "tukd" 86 0.32 NA 0.69 NA 81 14 80 12 100 1.06
"12" "tuku" 1 0.62 NA 0.77 NA 1 1 1 1 100 1
"13" "tup" 411 0 0 1 NA 328 31 328 29 100 1.25
"14" "tutd" 82 0.64 NA 0.36 NA 87 14 86 15 100 0.94
"15" "tutu" 3014 0 0 1 NA 2026 82 2027 78 100 1.49
