"group" "motif_type" "counts" "total_count"
"1" "others" 2 62
"1" "others" 3 23
"1" "others" 4 10
"1" "others" 5 4
"1" "others" 6 2
"1" "others" 7 4
"1" "others" 8 2
"1" "others" 9 2
"1" "others" 10 1
"1" "others" 12 1
"1" "others" 16 1
"1" "others" 17 1
"1" "others" 22 1
"1" "others" 29 2
"1" "protein_complexes" 2 433
"1" "protein_complexes" 3 84
"1" "protein_complexes" 4 26
"1" "protein_complexes" 5 9
"1" "protein_complexes" 6 3
"1" "protein_complexes" 7 1
"1" "protein_complexes" 11 1
"1" "regulatory_triplets" 2 167
"1" "regulatory_triplets" 3 27
"1" "regulatory_triplets" 4 6
"1" "regulatory_triplets" 5 2
"1" "regulatory_triplets" 6 1
"1" "regulatory_triplets" 7 1
"1" "regulatory_triplets" 20 1
"1" "signaling_triplets" 2 238
"1" "signaling_triplets" 3 45
"1" "signaling_triplets" 4 14
"1" "signaling_triplets" 5 3
"1" "signaling_triplets" 6 2
"1" "signaling_triplets" 7 3
"1" "signaling_triplets" 8 1
"2" "others" 2 50
"2" "others" 3 10
"2" "others" 4 8
"2" "others" 5 6
"2" "others" 6 5
"2" "others" 7 2
"2" "others" 8 1
"2" "others" 10 1
"2" "others" 11 2
"2" "others" 25 1
"2" "protein_complexes" 2 408
"2" "protein_complexes" 3 78
"2" "protein_complexes" 4 20
"2" "protein_complexes" 5 3
"2" "protein_complexes" 6 2
"2" "protein_complexes" 7 1
"2" "protein_complexes" 8 1
"2" "regulatory_triplets" 2 195
"2" "regulatory_triplets" 3 24
"2" "regulatory_triplets" 4 13
"2" "regulatory_triplets" 5 2
"2" "regulatory_triplets" 6 4
"2" "regulatory_triplets" 7 1
"2" "regulatory_triplets" 8 1
"2" "regulatory_triplets" 9 1
"2" "regulatory_triplets" 10 1
"2" "regulatory_triplets" 12 1
"2" "signaling_triplets" 2 203
"2" "signaling_triplets" 3 43
"2" "signaling_triplets" 4 13
"2" "signaling_triplets" 5 3
"2" "signaling_triplets" 6 1
"2" "signaling_triplets" 8 1
"2" "signaling_triplets" 9 1
"3" "others" 2 51
"3" "others" 3 26
"3" "others" 4 7
"3" "others" 5 7
"3" "others" 6 5
"3" "others" 8 2
"3" "others" 10 1
"3" "others" 15 1
"3" "others" 18 1
"3" "others" 30 1
"3" "protein_complexes" 2 413
"3" "protein_complexes" 3 70
"3" "protein_complexes" 4 21
"3" "protein_complexes" 5 2
"3" "protein_complexes" 6 4
"3" "protein_complexes" 7 2
"3" "protein_complexes" 8 1
"3" "protein_complexes" 9 1
"3" "protein_complexes" 11 1
"3" "regulatory_triplets" 2 158
"3" "regulatory_triplets" 3 29
"3" "regulatory_triplets" 4 12
"3" "regulatory_triplets" 5 4
"3" "regulatory_triplets" 10 1
"3" "signaling_triplets" 2 224
"3" "signaling_triplets" 3 54
"3" "signaling_triplets" 4 15
"3" "signaling_triplets" 5 3
"3" "signaling_triplets" 7 1
"3" "signaling_triplets" 8 1
"3" "signaling_triplets" 9 1
"4" "others" 2 69
"4" "others" 3 16
"4" "others" 4 10
"4" "others" 5 9
"4" "others" 6 3
"4" "others" 7 3
"4" "others" 8 3
"4" "others" 10 5
"4" "others" 11 1
"4" "others" 15 1
"4" "others" 16 1
"4" "others" 61 1
"4" "protein_complexes" 2 403
"4" "protein_complexes" 3 77
"4" "protein_complexes" 4 21
"4" "protein_complexes" 5 7
"4" "protein_complexes" 6 3
"4" "protein_complexes" 7 1
"4" "protein_complexes" 8 1
"4" "protein_complexes" 17 1
"4" "regulatory_triplets" 2 186
"4" "regulatory_triplets" 3 22
"4" "regulatory_triplets" 4 5
"4" "regulatory_triplets" 5 6
"4" "regulatory_triplets" 6 2
"4" "regulatory_triplets" 7 1
"4" "regulatory_triplets" 8 1
"4" "regulatory_triplets" 14 1
"4" "signaling_triplets" 2 221
"4" "signaling_triplets" 3 41
"4" "signaling_triplets" 4 10
"4" "signaling_triplets" 5 7
"4" "signaling_triplets" 7 3
"4" "signaling_triplets" 9 1
"5" "others" 2 61
"5" "others" 3 17
"5" "others" 4 9
"5" "others" 5 2
"5" "others" 6 2
"5" "others" 7 1
"5" "others" 8 2
"5" "others" 9 2
"5" "others" 10 2
"5" "others" 12 1
"5" "others" 14 2
"5" "others" 15 1
"5" "others" 24 1
"5" "protein_complexes" 2 462
"5" "protein_complexes" 3 71
"5" "protein_complexes" 4 26
"5" "protein_complexes" 5 9
"5" "protein_complexes" 6 5
"5" "protein_complexes" 7 2
"5" "protein_complexes" 10 1
"5" "protein_complexes" 15 1
"5" "regulatory_triplets" 2 191
"5" "regulatory_triplets" 3 29
"5" "regulatory_triplets" 4 9
"5" "regulatory_triplets" 5 8
"5" "regulatory_triplets" 6 4
"5" "regulatory_triplets" 8 3
"5" "regulatory_triplets" 17 1
"5" "signaling_triplets" 2 247
"5" "signaling_triplets" 3 55
"5" "signaling_triplets" 4 12
"5" "signaling_triplets" 5 5
"5" "signaling_triplets" 6 1
"6" "others" 2 56
"6" "others" 3 24
"6" "others" 4 9
"6" "others" 5 4
"6" "others" 6 4
"6" "others" 7 3
"6" "others" 8 3
"6" "others" 9 2
"6" "others" 12 1
"6" "others" 13 1
"6" "others" 15 1
"6" "others" 16 1
"6" "others" 17 1
"6" "others" 33 1
"6" "protein_complexes" 2 397
"6" "protein_complexes" 3 59
"6" "protein_complexes" 4 25
"6" "protein_complexes" 5 3
"6" "protein_complexes" 7 2
"6" "protein_complexes" 8 1
"6" "protein_complexes" 14 1
"6" "regulatory_triplets" 2 181
"6" "regulatory_triplets" 3 23
"6" "regulatory_triplets" 4 7
"6" "regulatory_triplets" 5 3
"6" "regulatory_triplets" 6 1
"6" "regulatory_triplets" 8 2
"6" "regulatory_triplets" 9 1
"6" "signaling_triplets" 2 195
"6" "signaling_triplets" 3 38
"6" "signaling_triplets" 4 12
"6" "signaling_triplets" 5 6
"6" "signaling_triplets" 6 2
"6" "signaling_triplets" 8 1
"6" "signaling_triplets" 9 1
"6" "signaling_triplets" 10 1
"7" "others" 2 69
"7" "others" 3 16
"7" "others" 4 3
"7" "others" 5 4
"7" "others" 6 3
"7" "others" 7 3
"7" "others" 8 3
"7" "others" 9 1
"7" "others" 10 1
"7" "others" 11 2
"7" "others" 12 1
"7" "others" 19 1
"7" "others" 43 1
"7" "protein_complexes" 2 427
"7" "protein_complexes" 3 76
"7" "protein_complexes" 4 20
"7" "protein_complexes" 5 9
"7" "protein_complexes" 6 3
"7" "protein_complexes" 7 1
"7" "protein_complexes" 8 3
"7" "regulatory_triplets" 2 180
"7" "regulatory_triplets" 3 16
"7" "regulatory_triplets" 4 4
"7" "regulatory_triplets" 5 4
"7" "regulatory_triplets" 6 1
"7" "signaling_triplets" 2 239
"7" "signaling_triplets" 3 47
"7" "signaling_triplets" 4 15
"7" "signaling_triplets" 5 3
"7" "signaling_triplets" 6 1
"7" "signaling_triplets" 7 1
"7" "signaling_triplets" 8 2
"8" "others" 2 47
"8" "others" 3 18
"8" "others" 4 7
"8" "others" 5 4
"8" "others" 6 4
"8" "others" 8 1
"8" "others" 9 3
"8" "others" 10 1
"8" "others" 11 1
"8" "others" 15 1
"8" "others" 65 1
"8" "protein_complexes" 2 420
"8" "protein_complexes" 3 76
"8" "protein_complexes" 4 25
"8" "protein_complexes" 5 6
"8" "protein_complexes" 6 5
"8" "protein_complexes" 7 3
"8" "protein_complexes" 8 3
"8" "regulatory_triplets" 2 190
"8" "regulatory_triplets" 3 25
"8" "regulatory_triplets" 4 10
"8" "regulatory_triplets" 5 5
"8" "regulatory_triplets" 6 3
"8" "regulatory_triplets" 8 1
"8" "regulatory_triplets" 11 2
"8" "signaling_triplets" 2 208
"8" "signaling_triplets" 3 35
"8" "signaling_triplets" 4 10
"8" "signaling_triplets" 5 2
"8" "signaling_triplets" 6 2
"8" "signaling_triplets" 9 1
"9" "others" 2 77
"9" "others" 3 26
"9" "others" 4 9
"9" "others" 5 7
"9" "others" 6 2
"9" "others" 8 1
"9" "others" 9 2
"9" "others" 10 1
"9" "others" 11 2
"9" "others" 12 2
"9" "others" 13 1
"9" "others" 14 1
"9" "others" 16 1
"9" "others" 17 1
"9" "others" 22 1
"9" "others" 27 1
"9" "others" 68 1
"9" "protein_complexes" 2 449
"9" "protein_complexes" 3 75
"9" "protein_complexes" 4 25
"9" "protein_complexes" 5 7
"9" "protein_complexes" 6 3
"9" "protein_complexes" 7 4
"9" "protein_complexes" 8 1
"9" "protein_complexes" 14 1
"9" "regulatory_triplets" 2 167
"9" "regulatory_triplets" 3 24
"9" "regulatory_triplets" 4 8
"9" "regulatory_triplets" 5 4
"9" "regulatory_triplets" 6 1
"9" "regulatory_triplets" 18 1
"9" "signaling_triplets" 2 235
"9" "signaling_triplets" 3 34
"9" "signaling_triplets" 4 17
"9" "signaling_triplets" 5 3
"9" "signaling_triplets" 6 1
"9" "signaling_triplets" 7 3
"9" "signaling_triplets" 8 1
"9" "signaling_triplets" 18 1
"9" "signaling_triplets" 19 1
"10" "others" 2 59
"10" "others" 3 28
"10" "others" 4 6
"10" "others" 5 6
"10" "others" 6 4
"10" "others" 7 3
"10" "others" 8 1
"10" "others" 9 1
"10" "others" 11 1
"10" "others" 12 1
"10" "others" 15 1
"10" "others" 16 1
