"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"1" 20 55 186 84 203 691 2 5 70 7 15 NA 62 13 290
"2" 31 43 166 110 207 729 2 NA 75 18 13 NA 56 9 323
"3" 11 32 137 79 180 765 8 2 56 8 18 NA 67 11 322
"4" 5 31 153 78 191 797 8 2 63 5 14 1 62 14 333
"5" 17 40 173 80 186 769 5 5 68 1 11 1 47 15 277
"6" 8 43 143 92 210 734 8 1 75 8 17 1 61 16 278
"7" 17 29 136 81 195 740 NA 1 62 9 17 NA 44 16 298
"8" 36 32 205 92 215 713 10 2 58 19 7 NA 44 16 306
"9" 5 31 156 87 194 789 14 4 87 2 17 NA 64 11 303
"10" 6 32 150 75 197 735 14 2 62 9 16 NA 47 12 301
"11" 16 31 158 98 198 753 3 NA 52 1 18 NA 45 14 335
"12" 2 44 149 78 214 754 17 1 63 4 21 NA 59 12 287
"13" 30 40 138 101 197 724 6 2 72 NA 21 NA 52 9 293
"14" 23 41 162 86 219 791 4 8 77 6 12 1 43 15 319
"15" 23 48 147 57 202 770 3 1 72 17 19 NA 45 3 281
"16" 37 47 155 91 219 770 4 3 66 6 16 NA 54 3 305
"17" 19 39 158 110 250 805 5 5 66 29 11 NA 34 13 298
"18" 8 36 161 71 211 697 10 6 80 2 25 NA 45 9 300
"19" 13 46 190 72 228 735 5 6 68 7 13 1 57 5 306
"20" 16 49 169 38 182 757 9 2 66 7 7 NA 55 6 288
"21" 16 26 160 78 186 727 1 2 53 4 6 NA 55 14 291
"22" 14 43 159 76 226 750 11 2 71 2 15 NA 39 12 308
"23" 16 38 151 71 239 761 16 1 81 6 12 NA 22 7 327
"24" 22 24 158 93 202 726 8 3 69 2 21 NA 20 5 264
"25" 7 38 168 79 193 758 5 2 68 12 25 NA 33 8 293
"26" 9 35 158 98 184 723 5 3 65 14 4 1 59 10 317
"27" 25 43 167 82 204 782 1 7 86 NA 12 NA 53 14 317
"28" NA 17 156 87 218 751 14 8 90 15 15 NA 51 10 317
"29" 19 41 182 81 219 709 12 3 56 NA 14 NA 38 3 290
"30" 31 27 136 92 210 800 11 1 64 3 13 NA 49 7 298
"31" 15 53 165 96 219 776 8 8 78 24 9 1 19 10 288
"32" 17 47 166 78 209 782 6 4 74 10 14 1 56 6 292
"33" 15 39 163 93 201 756 NA 4 76 14 18 NA 44 8 307
"34" 13 31 136 89 193 753 2 1 33 5 22 NA 44 7 294
"35" 20 54 173 81 216 748 3 2 66 13 18 NA 54 5 278
"36" 7 38 141 76 205 788 2 6 80 16 14 NA 48 14 283
"37" 24 46 185 75 200 762 3 3 85 12 13 NA 51 11 276
"38" 2 29 168 102 225 746 10 1 72 5 6 NA 45 13 300
"39" 11 40 200 96 234 778 13 5 81 4 10 NA 50 8 292
"40" 2 22 159 82 200 730 8 NA 68 3 19 1 39 7 279
"41" 3 31 159 81 185 750 1 3 80 3 19 NA 45 12 299
"42" 11 44 153 84 111 767 5 2 63 26 12 NA 46 11 318
"43" 10 43 165 87 213 762 7 8 58 12 15 NA 60 13 315
"44" 4 41 173 97 221 816 5 7 62 13 24 NA 44 10 318
"45" 28 43 156 87 195 775 5 2 78 13 15 NA 59 7 283
