"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 135 0 0 1 NA 15 10 13 9 2000 9
"2" "kukd" 126 0 0 1 NA 39 10 39 9 2000 3.23
"3" "kuku" 489 0 0 1 NA 163 16 162 16 2000 3
"4" "pkd" 291 0 0 1 NA 84 13 83 12 2000 3.46
"5" "pku" 530 0 0 1 NA 201 24 202 21 2000 2.64
"6" "pp" 7762 0 0 1 NA 753 33 753 34 2000 10.31
"7" "tdkd" 11 0.218 NA 0.8185 NA 7 6 6 4 2000 1.57
"8" "tdku" 13 0.002 NA 0.9985 NA 3 2 3 3 2000 4.33
"9" "tdp" 450 0 0 1 NA 70 12 70 10 2000 6.43
"10" "tdtd" 98 0.000499999999999945 0.00749999999999917 0.9995 NA 12 12 9 9 2000 8.17
"11" "tukd" 15 0.4865 NA 0.614 NA 14 5 14 4 2000 1.07
"12" "tuku" 0 1 NA 0.8625 NA 0 0 0 0 2000 NA
"13" "tup" 75 0.00800000000000001 NA 0.9945 NA 52 10 53 9 2000 1.44
"14" "tutd" 13 0.198 NA 0.864 NA 9 4 9 4 2000 1.44
"15" "tutu" 636 0 0 1 NA 301 22 301 21 2000 2.11
