"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"1" 36 153 884 412 1211 4075 80 40 543 124 79 NA 370 66 2037
"2" 56 196 948 408 1113 3886 39 39 533 107 88 1 385 82 2056
"3" 38 221 919 421 1054 3959 71 28 523 193 80 NA 299 79 1925
"4" 39 164 939 415 1172 3917 31 36 507 174 76 NA 335 92 2085
"5" 41 173 939 412 1218 3846 71 34 516 67 67 3 292 81 2064
"6" 25 189 867 398 1072 3751 59 35 454 141 99 2 344 73 1960
"7" 69 203 925 378 1079 3671 66 34 511 94 90 3 358 97 2187
"8" 69 208 819 387 1004 3929 66 16 514 126 78 NA 321 94 2143
"9" 43 196 944 410 1107 3921 63 39 543 113 80 1 375 73 1998
"10" 31 179 830 389 948 3792 53 33 546 95 78 1 337 75 1943
"11" 41 232 899 433 1051 4015 41 31 492 160 98 NA 384 69 1936
"12" 60 235 971 409 1095 3818 65 37 532 201 110 NA 338 82 1858
"13" 51 150 897 392 1152 3806 43 22 545 98 81 NA 350 69 1832
"14" 71 206 859 404 1066 3895 47 32 530 199 72 1 332 78 2004
"15" 45 182 893 406 1082 3905 71 29 510 146 94 3 304 85 1944
"16" 41 197 853 374 1048 3836 41 32 505 116 97 1 380 56 2083
"17" 45 197 914 386 1175 3880 44 30 506 102 78 NA 346 78 2061
"18" 54 203 961 484 1155 4062 53 32 536 115 72 1 323 77 2046
"19" 36 181 970 397 1167 3909 41 18 477 78 82 NA 324 81 1872
"20" 39 189 913 368 1153 3827 62 28 530 167 69 1 327 104 1937
"21" 52 210 1020 382 1192 3802 80 41 513 144 76 1 357 75 2050
"22" 50 167 889 391 1021 3993 45 31 474 117 77 1 354 78 2049
"23" 72 172 859 408 1046 3951 50 24 504 158 73 NA 309 106 2005
"24" 59 181 884 429 1004 3854 70 42 521 94 63 NA 397 86 2019
"25" 27 194 944 356 1142 3964 63 31 517 131 89 NA 353 89 2008
"26" 80 223 899 406 1019 3825 75 33 522 85 64 1 286 77 2128
"27" 47 209 905 417 1183 3906 64 24 476 94 75 NA 330 92 1905
"28" 31 198 1010 432 1204 4041 57 27 486 98 99 NA 299 69 1940
"29" 63 172 958 405 1177 3944 33 26 480 158 76 2 319 68 2168
"30" 50 237 937 425 1213 3971 39 36 471 155 85 NA 357 59 2051
"31" 43 179 905 427 1136 3898 63 21 492 122 78 3 329 103 2073
"32" 41 192 885 371 1208 4054 95 32 491 62 69 NA 294 105 1868
"33" 72 221 940 416 1177 3866 37 32 535 93 74 1 303 85 2117
"34" 46 185 947 392 1149 3896 63 26 451 165 66 3 340 67 1952
"35" 33 211 921 454 1183 3842 21 17 495 158 70 NA 360 85 1999
