"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 50 18 48 18 2000 4.02
"2" "kukd" 365 0 0 1 NA 184 24 185 21 2000 1.98
"3" "kuku" 1646 0 0 1 NA 902 51 900 53 2000 1.82
"4" "pkd" 826 0 0 1 NA 397 31 397 28 2000 2.08
"5" "pku" 1786 0 0 1 NA 1122 74 1122 62 2000 1.59
"6" "pp" 15595 0 0 1 NA 3905 92 3906 92 2000 3.99
"7" "tdkd" 76 0.078 NA 0.926 NA 50 16 48 15 2000 1.52
"8" "tdku" 56 0.001 0.015 0.9995 NA 28 8 28 9 2000 2
"9" "tdp" 995 0 0 1 NA 495 31 495 31 2000 2.01
"10" "tdtd" 186 0.0649999999999999 NA 0.937 NA 124 37 120 37 2000 1.5
"11" "tukd" 86 0.3205 NA 0.7 NA 80 13 80 12 2000 1.07
"12" "tuku" 1 0.5385 NA 0.7855 NA 1 1 1 1 2000 1
"13" "tup" 411 0.003 NA 0.997 NA 332 33 333 28 2000 1.24
"14" "tutd" 82 0.548 NA 0.479 NA 83 15 83 13 2000 0.99
"15" "tutu" 3014 0 0 1 NA 2030 80 2028 80 2000 1.48
