oln_id_a	oln_id_b	oln_id_c	type_ac	type_bc	K1	K2	P	T1	T2
YBL023C	YAR007C	YDL056W	tu	tu	0	0	1	0	0
YBL023C	YAR007C	YDR510W	p	p	0	0	1	0	0
YBL023C	YAR007C	YLR103C	p	p	0	0	1	0	0
YBR087W	YBL035C	YOR217W	p	p	0	0	1	0	0
YBR101C	YAL005C	YDL229W	p	p	0	0	1	0	0
YBR101C	YAL005C	YGL073W	tu	tu	0	0	1	0	0
YBR136W	YBL088C	YAR007C	kd	kd	1	1	0	0	0
YBR136W	YBL088C	YAR007C	p	kd	1	1	0	0	0
YBR136W	YBL088C	YDL101C	kd	kd	1	1	0	0	0
YBR136W	YBL088C	YDL220C	kd	kd	1	1	0	0	0
YBR136W	YBL088C	YDL220C	p	kd	1	1	0	0	0
YBR136W	YBL088C	YDR217C	kd	kd	1	1	0	0	0
YBR136W	YBL088C	YER095W	kd	kd	1	1	0	0	0
YBR136W	YBL088C	YGL175C	kd	kd	1	1	0	0	0
YBR136W	YBL088C	YHR030C	kd	kd	1	1	0	0	0
YBR136W	YBL088C	YJR060W	kd	kd	1	1	0	0	0
YBR136W	YBL088C	YMR133W	kd	kd	1	1	0	0	0
YBR136W	YBL088C	YNL312W	kd	kd	1	1	0	0	0
YBR136W	YBL088C	YNL312W	p	kd	1	1	0	0	0
YBR136W	YBL088C	YOR189W	kd	kd	1	1	0	0	0
YBR136W	YBL088C	YPL153C	kd	kd	1	1	0	0	0
YBR136W	YBL088C	YPL153C	kd	ku	1	1	0	0	0
YBR136W	YBL088C	YPL153C	ku	kd	1	1	0	0	0
YBR136W	YBL088C	YPL153C	ku	ku	1	1	0	0	0
YBR136W	YBL088C	YPL153C	p	kd	1	1	0	0	0
YBR136W	YBL088C	YPL153C	p	ku	1	1	0	0	0
YBR200W	YBL085W	YAL041W	p	p	0	0	1	0	0
YBR200W	YBL085W	YBR160W	ku	ku	0	0	1	0	0
YBR200W	YBL085W	YBR160W	p	ku	0	0	1	0	0
YBR200W	YBL085W	YHL007C	ku	ku	0	0	1	0	0
YBR200W	YBL085W	YHL007C	ku	p	0	0	1	0	0
YBR200W	YBL085W	YHL007C	p	ku	0	0	1	0	0
YBR200W	YBL085W	YHL007C	p	p	0	0	1	0	0
YBR200W	YBL085W	YLR229C	p	p	0	0	1	0	0
YBR200W	YBL085W	YNL298W	ku	ku	0	0	1	0	0
YBR200W	YBL085W	YNL298W	p	ku	0	0	1	0	0
YCL029C	YBR160W	YJL106W	ku	kd	1	0	0	0	0
YCL029C	YBR160W	YJL106W	ku	ku	1	0	0	0	0
YCL029C	YBR160W	YLR045C	p	kd	1	0	0	0	0
YCL029C	YBR160W	YLR045C	p	p	1	0	0	0	0
YCL029C	YBR160W	YPL155C	p	kd	1	0	0	0	0
YCL029C	YBR160W	YPL155C	p	p	1	0	0	0	0
YCL029C	YBR160W	YPL269W	p	kd	1	0	0	0	0
YCL029C	YBR160W	YPL269W	p	p	1	0	0	0	0
YCL029C	YBR160W	YPR018W	p	kd	1	0	0	0	0
YCL029C	YBR160W	YPR018W	p	p	1	0	0	0	0
YCL061C	YAR002W	YLR113W	ku	ku	0	0	1	0	0
YCL061C	YAR002W	YLR113W	p	ku	0	0	1	0	0
YCL061C	YAR002W	YNL273W	p	p	0	0	1	0	0
YCL061C	YAR002W	YPL153C	ku	ku	0	0	1	0	0
YCL061C	YAR002W	YPL153C	p	ku	0	0	1	0	0
YCL061C	YBL023C	YDR489W	p	p	0	0	1	0	0
YCL061C	YBL023C	YEL032W	p	p	0	0	1	0	0
YCL061C	YBL023C	YGL201C	p	p	0	0	1	0	0
YCL061C	YBL023C	YLR103C	p	p	0	0	1	0	0
YCL061C	YBL023C	YMR048W	p	p	0	0	1	0	0
YCL061C	YBL023C	YNL262W	p	p	0	0	1	0	0
YCL061C	YBL023C	YNL273W	p	p	0	0	1	0	0
YCL061C	YBL023C	YOR080W	p	p	0	0	1	0	0
YCL061C	YBL023C	YPR019W	p	p	0	0	1	0	0
YCL061C	YBR136W	YGL201C	p	kd	1	0	0	0	0
YCL061C	YBR136W	YPL153C	ku	kd	1	0	0	0	0
YCL061C	YBR136W	YPL153C	ku	ku	1	0	0	0	0
YCL061C	YBR136W	YPL153C	ku	p	1	0	0	0	0
YCL061C	YBR136W	YPL153C	p	kd	1	0	0	0	0
YCL061C	YBR136W	YPL153C	p	ku	1	0	0	0	0
YCL061C	YBR136W	YPL153C	p	p	1	0	0	0	0
YCL061C	YBR136W	YPR019W	p	kd	1	0	0	0	0
YCR088W	YBL007C	YBR160W	ku	ku	0	0	1	0	0
YCR088W	YBL007C	YDR388W	p	p	0	0	1	0	0
YCR088W	YBL007C	YFR024C-A	p	p	0	0	1	0	0
YCR088W	YBL007C	YHR016C	p	p	0	0	1	0	0
YCR088W	YBL007C	YIL095W	ku	ku	0	0	1	0	0
YCR088W	YBL007C	YIL095W	ku	p	0	0	1	0	0
YCR088W	YBL007C	YIL095W	p	ku	0	0	1	0	0
YCR088W	YBL007C	YIL095W	p	p	0	0	1	0	0
YCR088W	YBL007C	YNL020C	ku	ku	0	0	1	0	0
YCR088W	YBL007C	YNL020C	ku	p	0	0	1	0	0
YCR088W	YBL007C	YNL020C	p	ku	0	0	1	0	0
YCR088W	YBL007C	YNL020C	p	p	0	0	1	0	0
YCR088W	YBL007C	YNL094W	p	p	0	0	1	0	0
YCR088W	YBL007C	YNL106C	p	p	0	0	1	0	0
YCR088W	YBL007C	YOR181W	p	p	0	0	1	0	0
YCR088W	YBL007C	YPR171W	p	p	0	0	1	0	0
YDL007W	YBR272C	YDL147W	p	p	0	0	1	0	0
YDL007W	YBR272C	YDR363W-A	p	p	0	0	1	0	0
YDL007W	YBR272C	YDR394W	p	p	0	0	1	0	0
YDL007W	YBR272C	YFR004W	p	p	0	0	1	0	0
YDL007W	YBR272C	YGL004C	p	p	0	0	1	0	0
YDL007W	YBR272C	YGL048C	p	p	0	0	1	0	0
YDL007W	YBR272C	YGR232W	p	p	0	0	1	0	0
YDL007W	YBR272C	YHR200W	p	p	0	0	1	0	0
YDL007W	YBR272C	YIL075C	p	p	0	0	1	0	0
YDL007W	YBR272C	YKL145W	p	p	0	0	1	0	0
YDL007W	YBR272C	YOR117W	p	p	0	0	1	0	0
YDL007W	YBR272C	YPR108W	p	p	0	0	1	0	0
YDL008W	YBL084C	YDR118W	p	p	0	0	1	0	0
YDL008W	YBL084C	YDR260C	p	p	0	0	1	0	0
YDL008W	YBL084C	YFR036W	p	p	0	0	1	0	0
YDL008W	YBL084C	YGL240W	p	p	0	0	1	0	0
YDL008W	YBL084C	YHR166C	p	p	0	0	1	0	0
YDL008W	YBL084C	YKL022C	p	p	0	0	1	0	0
YDL008W	YBL084C	YLR102C	p	p	0	0	1	0	0
YDL008W	YBL084C	YLR127C	p	p	0	0	1	0	0
YDL008W	YBL084C	YNL172W	p	p	0	0	1	0	0
YDL008W	YBL084C	YOR249C	p	p	0	0	1	0	0
YDL020C	YBL041W	YDL147W	td	p	0	0	0	0	1
YDL020C	YBL041W	YER012W	td	p	0	0	0	0	1
YDL020C	YBL041W	YER094C	td	p	0	0	0	0	1
YDL020C	YBL041W	YFR004W	td	p	0	0	0	0	1
YDL020C	YBL041W	YFR050C	td	p	0	0	0	0	1
YDL020C	YBL041W	YGR253C	td	p	0	0	0	0	1
YDL020C	YBL041W	YMR314W	td	p	0	0	0	0	1
YDL020C	YBL058W	YDL126C	td	p	0	0	0	0	1
YDL020C	YBL058W	YFL044C	td	p	0	0	0	0	1
YDL029W	YBR234C	YIL062C	p	p	0	0	1	0	0
YDL029W	YBR234C	YIL095W	ku	ku	0	0	1	0	0
YDL029W	YBR234C	YIL095W	p	ku	0	0	1	0	0
YDL029W	YBR234C	YJR065C	p	p	0	0	1	0	0
YDL029W	YBR234C	YKL013C	p	p	0	0	1	0	0
YDL029W	YBR234C	YKL129C	p	p	0	0	1	0	0
YDL029W	YBR234C	YLR337C	p	p	0	0	1	0	0
YDL029W	YBR234C	YLR370C	p	p	0	0	1	0	0
YDL029W	YBR234C	YMR109W	p	p	0	0	1	0	0
YDL029W	YBR234C	YNR035C	p	p	0	0	1	0	0
YDL029W	YBR234C	YOR181W	p	p	0	0	1	0	0
YDL029W	YCR088W	YDR388W	p	p	0	0	1	0	0
YDL029W	YCR088W	YFL039C	p	p	0	0	1	0	0
YDL029W	YCR088W	YIL095W	ku	ku	0	0	1	0	0
YDL029W	YCR088W	YIL095W	ku	p	0	0	1	0	0
YDL029W	YCR088W	YIL095W	p	ku	0	0	1	0	0
YDL029W	YCR088W	YIL095W	p	p	0	0	1	0	0
YDL029W	YCR088W	YJR065C	p	p	0	0	1	0	0
YDL029W	YCR088W	YMR109W	p	p	0	0	1	0	0
YDL029W	YCR088W	YOR181W	p	p	0	0	1	0	0
YDL088C	YBL079W	YKL068W	p	p	0	0	1	0	0
YDL088C	YBL079W	YML031W	p	p	0	0	1	0	0
YDL088C	YBL079W	YMR047C	p	p	0	0	1	0	0
YDL088C	YBL079W	YMR129W	p	p	0	0	1	0	0
YDL088C	YBL079W	YMR153W	p	p	0	0	1	0	0
YDL088C	YBR160W	YJL106W	ku	kd	1	0	0	0	0
YDL088C	YBR160W	YJL106W	ku	ku	1	0	0	0	0
YDL088C	YBR160W	YMR129W	p	kd	1	0	0	0	0
YDL088C	YBR160W	YMR129W	p	p	1	0	0	0	0
YDL088C	YBR160W	YMR153W	p	kd	1	0	0	0	0
YDL126C	YBL058W	YDL020C	tu	tu	0	0	1	0	0
YDL126C	YBL058W	YDL190C	p	p	0	0	1	0	0
YDL126C	YBL058W	YFL044C	p	p	0	0	1	0	0
YDL126C	YBL058W	YKL213C	p	p	0	0	1	0	0
YDL140C	YBR154C	YDR404C	p	p	0	0	1	0	0
YDL140C	YBR154C	YER139C	p	p	0	0	1	0	0
YDL140C	YBR154C	YGL070C	p	p	0	0	1	0	0
YDL140C	YBR154C	YGR005C	p	p	0	0	1	0	0
YDL140C	YBR154C	YGR063C	p	p	0	0	1	0	0
YDL140C	YBR154C	YGR186W	p	p	0	0	1	0	0
YDL140C	YBR154C	YGR200C	p	p	0	0	1	0	0
YDL140C	YBR154C	YHR143W-A	p	p	0	0	1	0	0
YDL140C	YBR154C	YIL021W	p	p	0	0	1	0	0
YDL140C	YBR154C	YJL140W	p	p	0	0	1	0	0
YDL140C	YBR154C	YJL168C	p	p	0	0	1	0	0
YDL140C	YBR154C	YJR072C	p	p	0	0	1	0	0
YDL140C	YBR154C	YLR384C	p	p	0	0	1	0	0
YDL140C	YBR154C	YML010W	p	p	0	0	1	0	0
YDL140C	YBR154C	YOL005C	p	p	0	0	1	0	0
YDL140C	YBR154C	YOR151C	p	p	0	0	1	0	0
YDL140C	YBR154C	YOR224C	p	p	0	0	1	0	0
YDL140C	YBR154C	YPL129W	p	p	0	0	1	0	0
YDL140C	YBR154C	YPR093C	p	p	0	0	1	0	0
YDL140C	YBR154C	YPR187W	p	p	0	0	1	0	0
YDL147W	YBR080C	YDR427W	p	p	0	0	1	0	0
YDL147W	YBR080C	YFR004W	p	p	0	0	1	0	0
YDL147W	YBR080C	YHR200W	p	p	0	0	1	0	0
YDL149W	YCR093W	YAL021C	p	p	0	0	1	0	0
YDL165W	YCR093W	YAL021C	p	p	0	0	1	0	0
YDL165W	YCR093W	YDR443C	p	p	0	0	1	0	0
YDL165W	YCR093W	YER068W	p	p	0	0	1	0	0
YDL165W	YCR093W	YIL038C	p	p	0	0	1	0	0
YDL165W	YCR093W	YNL025C	p	p	0	0	1	0	0
YDL165W	YCR093W	YNL288W	p	p	0	0	1	0	0
YDL165W	YCR093W	YNR052C	p	p	0	0	1	0	0
YDL165W	YCR093W	YPR072W	p	p	0	0	1	0	0
YDL203C	YBL105C	YHR030C	ku	kd	1	0	0	0	0
YDL203C	YBL105C	YHR030C	ku	ku	1	0	0	0	0
YDL203C	YBL105C	YJL095W	ku	kd	1	0	0	0	0
YDL203C	YBL105C	YJL095W	ku	ku	1	0	0	0	0
YDL203C	YBL105C	YJL095W	ku	p	1	0	0	0	0
YDL203C	YBR011C	YLR371W	p	p	0	0	1	0	0
YDL207W	YBL079W	YDL116W	p	p	0	0	1	0	0
YDL207W	YBL079W	YGL092W	p	p	0	0	1	0	0
YDL207W	YBL079W	YJL061W	p	p	0	0	1	0	0
YDL207W	YBL079W	YKL068W	p	p	0	0	1	0	0
YDL207W	YBL079W	YMR047C	p	p	0	0	1	0	0
YDL208W	YDL014W	YGL120C	p	p	0	0	1	0	0
YDL208W	YDL014W	YHR072W-A	p	p	0	0	1	0	0
YDL208W	YDL014W	YHR089C	p	p	0	0	1	0	0
YDL208W	YDL014W	YLR175W	p	p	0	0	1	0	0
YDL208W	YDL014W	YMR229C	p	p	0	0	1	0	0
YDL225W	YCR002C	YDR507C	ku	ku	0	0	1	0	0
YDL225W	YCR002C	YDR507C	ku	p	0	0	1	0	0
YDL225W	YCR002C	YDR507C	p	ku	0	0	1	0	0
YDL225W	YCR002C	YDR507C	p	p	0	0	1	0	0
YDL225W	YCR002C	YDR510W	p	p	0	0	1	0	0
YDL225W	YCR002C	YHR107C	p	p	0	0	1	0	0
YDL225W	YCR002C	YJR076C	p	p	0	0	1	0	0
YDL225W	YCR002C	YJR092W	p	p	0	0	1	0	0
YDL225W	YCR002C	YLR314C	p	p	0	0	1	0	0
YDL225W	YCR002C	YNL233W	p	p	0	0	1	0	0
YDL225W	YCR002C	YNL298W	ku	ku	0	0	1	0	0
YDL225W	YCR002C	YPL153C	ku	ku	0	0	1	0	0
YDL225W	YCR002C	YPL153C	ku	p	0	0	1	0	0
YDL225W	YCR002C	YPL153C	p	ku	0	0	1	0	0
YDL225W	YCR002C	YPL153C	p	p	0	0	1	0	0
YDR013W	YBR202W	YBL023C	p	p	0	0	1	0	0
YDR013W	YBR202W	YDR489W	p	p	0	0	1	0	0
YDR013W	YBR202W	YEL032W	p	p	0	0	1	0	0
YDR013W	YBR202W	YGL113W	p	p	0	0	1	0	0
YDR013W	YBR202W	YGL201C	p	p	0	0	1	0	0
YDR013W	YBR202W	YJL072C	p	p	0	0	1	0	0
YDR013W	YBR202W	YLR274W	p	p	0	0	1	0	0
YDR013W	YBR202W	YOL146W	p	p	0	0	1	0	0
YDR013W	YBR202W	YPR019W	p	p	0	0	1	0	0
YDR059C	YBR082C	YER068W	p	p	0	0	1	0	0
YDR059C	YBR082C	YER125W	p	p	0	0	1	0	0
YDR062W	YBR058C-A	YMR296C	p	p	0	0	1	0	0
YDR101C	YCR072C	YER006W	p	p	0	0	1	0	0
YDR101C	YCR072C	YER126C	p	p	0	0	1	0	0
YDR101C	YCR072C	YGL099W	p	p	0	0	1	0	0
YDR101C	YCR072C	YGR245C	p	p	0	0	1	0	0
YDR101C	YCR072C	YHR197W	p	p	0	0	1	0	0
YDR101C	YCR072C	YJL122W	p	p	0	0	1	0	0
YDR101C	YCR072C	YKL009W	p	p	0	0	1	0	0
YDR101C	YCR072C	YPL093W	p	p	0	0	1	0	0
YDR113C	YDL101C	YBR136W	ku	ku	1	0	0	0	0
YDR113C	YDL101C	YBR274W	ku	kd	1	0	0	0	0
YDR113C	YDL101C	YBR274W	ku	ku	1	0	0	0	0
YDR113C	YDL101C	YBR274W	p	kd	1	0	0	0	0
YDR113C	YDL101C	YBR274W	p	ku	1	0	0	0	0
YDR113C	YDL101C	YDL056W	tu	tu	1	0	0	0	0
YDR113C	YDL101C	YLR182W	tu	tu	1	0	0	0	0
YDR128W	YBL104C	YOL138C	p	p	0	0	1	0	0
YDR170C	YDL192W	YNL287W	p	p	0	0	1	0	0
YDR172W	YBR143C	YMR080C	p	p	0	0	1	0	0
YDR180W	YDL003W	YFL008W	p	p	0	0	1	0	0
YDR180W	YDL003W	YIL026C	p	p	0	0	1	0	0
YDR180W	YDL003W	YJL074C	p	p	0	0	1	0	0
YDR192C	YDL088C	YKL068W	p	p	0	0	1	0	0
YDR192C	YDL088C	YLR347C	p	p	0	0	1	0	0
YDR192C	YDL088C	YMR047C	p	p	0	0	1	0	0
YDR192C	YDL207W	YDL116W	p	p	0	0	1	0	0
YDR192C	YDL207W	YER107C	p	p	0	0	1	0	0
YDR192C	YDL207W	YGL092W	p	p	0	0	1	0	0
YDR192C	YDL207W	YGR119C	p	p	0	0	1	0	0
YDR192C	YDL207W	YKL057C	p	p	0	0	1	0	0
YDR192C	YDL207W	YKL068W	p	p	0	0	1	0	0
YDR192C	YDL207W	YKR082W	p	p	0	0	1	0	0
YDR192C	YDL207W	YMR047C	p	p	0	0	1	0	0
YDR192C	YDL207W	YMR255W	p	p	0	0	1	0	0
YDR192C	YDL207W	YOR204W	p	p	0	0	1	0	0
YDR225W	YBL003C	YBL002W	p	p	0	0	1	0	0
YDR225W	YBL003C	YBL046W	p	p	0	0	1	0	0
YDR225W	YBL003C	YBR009C	p	p	0	0	1	0	0
YDR225W	YBL003C	YBR010W	p	p	0	0	1	0	0
YDR225W	YBL003C	YBR089C-A	p	p	0	0	1	0	0
YDR225W	YBL003C	YDR075W	p	p	0	0	1	0	0
YDR225W	YBL003C	YDR224C	p	p	0	0	1	0	0
YDR225W	YBL003C	YER111C	tu	tu	0	0	1	0	0
YDR225W	YBL003C	YFL024C	p	p	0	0	1	0	0
YDR225W	YBL003C	YGL150C	p	p	0	0	1	0	0
YDR225W	YBL003C	YGL241W	p	p	0	0	1	0	0
YDR225W	YBL003C	YGR252W	p	p	0	0	1	0	0
YDR225W	YBL003C	YGR275W	p	p	0	0	1	0	0
YDR225W	YBL003C	YJL081C	p	p	0	0	1	0	0
YDR225W	YBL003C	YKL139W	ku	ku	0	0	1	0	0
YDR225W	YBL003C	YKL139W	p	ku	0	0	1	0	0
YDR225W	YBL003C	YKR048C	p	p	0	0	1	0	0
YDR225W	YBL003C	YLR442C	p	p	0	0	1	0	0
YDR225W	YBL003C	YNL030W	p	p	0	0	1	0	0
YDR225W	YBL003C	YNL031C	p	p	0	0	1	0	0
YDR225W	YBL003C	YNL201C	p	p	0	0	1	0	0
YDR225W	YBL003C	YOR244W	p	p	0	0	1	0	0
YDR225W	YBL008W	YBR009C	p	p	0	0	0	1	0
YDR225W	YBL008W	YBR009C	p	td	0	0	0	1	0
YDR225W	YBL008W	YBR010W	p	p	0	0	0	1	0
YDR225W	YBL008W	YBR010W	p	td	0	0	0	1	0
YDR225W	YBL008W	YBR289W	p	p	0	0	0	1	0
YDR225W	YBL008W	YDR224C	p	td	0	0	0	1	0
YDR225W	YBL008W	YJR140C	tu	p	0	0	0	1	0
YDR225W	YBL008W	YNL030W	p	td	0	0	0	1	0
YDR225W	YBL008W	YNL031C	p	td	0	0	0	1	0
YDR225W	YBL008W	YOR038C	tu	p	0	0	0	1	0
YDR238C	YBR049C	YFR051C	p	td	0	0	0	1	0
YDR238C	YBR049C	YGL137W	p	td	0	0	0	1	0
YDR238C	YBR049C	YNL287W	p	td	0	0	0	1	0
YDR238C	YBR049C	YPL010W	p	td	0	0	0	1	0
YDR238C	YDL145C	YFR051C	p	p	0	0	1	0	0
YDR238C	YDL145C	YGL137W	p	p	0	0	1	0	0
YDR238C	YDL145C	YIL076W	p	p	0	0	1	0	0
YDR238C	YDL145C	YLR268W	p	p	0	0	1	0	0
YDR238C	YDL145C	YML067C	p	p	0	0	1	0	0
YDR238C	YDL145C	YNL287W	p	p	0	0	1	0	0
YDR238C	YDL145C	YPL010W	p	p	0	0	1	0	0
YDR246W	YBR254C	YDR108W	p	p	0	0	1	0	0
YDR246W	YBR254C	YDR407C	p	p	0	0	1	0	0
YDR246W	YBR254C	YDR472W	p	p	0	0	1	0	0
YDR246W	YBR254C	YEL048C	p	p	0	0	1	0	0
YDR246W	YBR254C	YKR068C	p	p	0	0	1	0	0
YDR246W	YBR254C	YML077W	p	p	0	0	1	0	0
YDR246W	YBR254C	YOR115C	p	p	0	0	1	0	0
YDR253C	YAL012W	YNL103W	p	tu	0	0	0	0	1
YDR260C	YBL084C	YDL008W	p	p	0	0	1	0	0
YDR260C	YBL084C	YDR118W	p	p	0	0	1	0	0
YDR260C	YBL084C	YFR036W	p	p	0	0	1	0	0
YDR260C	YBL084C	YGL240W	p	p	0	0	1	0	0
YDR260C	YBL084C	YHR166C	p	p	0	0	1	0	0
YDR260C	YBL084C	YIR025W	p	p	0	0	1	0	0
YDR260C	YBL084C	YKL022C	p	p	0	0	1	0	0
YDR260C	YBL084C	YLR102C	p	p	0	0	1	0	0
YDR260C	YBL084C	YLR127C	p	p	0	0	1	0	0
YDR260C	YBL084C	YNL172W	p	p	0	0	1	0	0
YDR260C	YBL084C	YOR249C	p	p	0	0	1	0	0
YDR280W	YDL111C	YCR035C	p	p	0	0	1	0	0
YDR280W	YDL111C	YGR095C	p	p	0	0	1	0	0
YDR280W	YDL111C	YGR158C	p	p	0	0	1	0	0
YDR280W	YDL111C	YGR195W	p	p	0	0	1	0	0
YDR280W	YDL111C	YHR069C	p	p	0	0	1	0	0
YDR280W	YDL111C	YNL232W	p	p	0	0	1	0	0
YDR280W	YDL111C	YNR024W	p	p	0	0	1	0	0
YDR280W	YDL111C	YOL021C	p	p	0	0	1	0	0
YDR280W	YDL111C	YOL142W	p	p	0	0	1	0	0
YDR280W	YDL111C	YOR001W	p	p	0	0	1	0	0
YDR280W	YDL111C	YOR076C	p	p	0	0	1	0	0
YDR308C	YBR193C	YER022W	p	p	0	0	1	0	0
YDR308C	YBR193C	YGL025C	p	p	0	0	1	0	0
YDR308C	YBR193C	YGL127C	p	p	0	0	1	0	0
YDR308C	YBR193C	YGR104C	p	p	0	0	1	0	0
YDR308C	YBR193C	YHR058C	p	p	0	0	1	0	0
YDR308C	YBR193C	YLR071C	p	p	0	0	1	0	0
YDR308C	YBR193C	YNL236W	p	p	0	0	1	0	0
YDR308C	YBR193C	YOL051W	p	p	0	0	1	0	0
YDR308C	YBR193C	YOL135C	p	p	0	0	1	0	0
YDR308C	YBR193C	YOR174W	p	p	0	0	1	0	0
YDR308C	YBR193C	YPR070W	p	p	0	0	1	0	0
YDR318W	YBR211C	YAL034W-A	p	p	0	0	1	0	0
YDR318W	YBR211C	YGR179C	p	p	0	0	1	0	0
YDR318W	YBR211C	YIR010W	p	p	0	0	1	0	0
YDR318W	YBR211C	YJR112W	p	p	0	0	1	0	0
YDR318W	YBR211C	YOL069W	p	p	0	0	1	0	0
YDR318W	YBR211C	YPL018W	p	p	0	0	1	0	0
YDR318W	YBR211C	YPR046W	p	p	0	0	1	0	0
YDR325W	YBL097W	YFR031C	p	p	0	0	1	0	0
YDR325W	YBL097W	YLR086W	p	p	0	0	1	0	0
YDR325W	YBL097W	YLR272C	p	p	0	0	1	0	0
YDR325W	YBL097W	YMR001C	ku	ku	0	0	1	0	0
YDR325W	YBL097W	YNL068C	tu	tu	0	0	1	0	0
YDR325W	YBL097W	YPL209C	ku	ku	0	0	1	0	0
YDR333C	YBR049C	YLL039C	p	td	0	0	0	1	0
YDR362C	YAL001C	YBR123C	p	p	0	0	1	0	0
YDR362C	YAL001C	YGR047C	p	p	0	0	1	0	0
YDR362C	YAL001C	YOR110W	p	p	0	0	1	0	0
YDR363W-A	YDL097C	YBR272C	p	p	0	0	1	0	0
YDR363W-A	YDL097C	YDL147W	p	p	0	0	1	0	0
YDR363W-A	YDL097C	YDR394W	p	p	0	0	1	0	0
YDR363W-A	YDL097C	YDR427W	p	p	0	0	1	0	0
YDR363W-A	YDL097C	YER012W	p	p	0	0	1	0	0
YDR363W-A	YDL097C	YER021W	p	p	0	0	1	0	0
YDR363W-A	YDL097C	YFR004W	p	p	0	0	1	0	0
YDR363W-A	YDL097C	YFR052W	p	p	0	0	1	0	0
YDR363W-A	YDL097C	YGR232W	p	p	0	0	1	0	0
YDR363W-A	YDL097C	YHR027C	p	p	0	0	1	0	0
YDR363W-A	YDL097C	YHR200W	p	p	0	0	1	0	0
YDR363W-A	YDL097C	YIL075C	p	p	0	0	1	0	0
YDR363W-A	YDL097C	YKL145W	p	p	0	0	1	0	0
YDR363W-A	YDL097C	YOR261C	p	p	0	0	1	0	0
YDR363W-A	YDL097C	YPR108W	p	p	0	0	1	0	0
YDR378C	YBL026W	YCR077C	p	p	0	0	1	0	0
YDR378C	YBL026W	YDL160C	p	p	0	0	1	0	0
YDR378C	YBL026W	YER112W	p	p	0	0	1	0	0
YDR378C	YBL026W	YER146W	p	p	0	0	1	0	0
YDR378C	YBL026W	YER172C	p	p	0	0	1	0	0
YDR378C	YBL026W	YGL173C	p	p	0	0	1	0	0
YDR378C	YBL026W	YHR165C	p	p	0	0	1	0	0
YDR378C	YBL026W	YJL124C	p	p	0	0	1	0	0
YDR378C	YBL026W	YJR022W	p	p	0	0	1	0	0
YDR378C	YBL026W	YLR275W	p	p	0	0	1	0	0
YDR378C	YBL026W	YLR438C-A	p	p	0	0	1	0	0
YDR378C	YBL026W	YMR268C	p	p	0	0	1	0	0
YDR378C	YBL026W	YNL147W	p	p	0	0	1	0	0
YDR378C	YBL026W	YOL149W	p	p	0	0	1	0	0
YDR381W	YAR002W	YAL005C	p	p	0	0	1	0	0
YDR381W	YAR002W	YER110C	p	p	0	0	1	0	0
YDR381W	YAR002W	YPL169C	p	p	0	0	1	0	0
YDR381W	YDL084W	YCL011C	p	p	0	0	1	0	0
YDR381W	YDL084W	YDR138W	p	p	0	0	1	0	0
YDR381W	YDL084W	YDR432W	p	p	0	0	1	0	0
YDR381W	YDL084W	YGL122C	p	p	0	0	1	0	0
YDR381W	YDL084W	YHR167W	p	p	0	0	1	0	0
YDR381W	YDL084W	YKL214C	p	p	0	0	1	0	0
YDR381W	YDL084W	YML062C	p	p	0	0	1	0	0
YDR381W	YDL084W	YNL004W	p	p	0	0	1	0	0
YDR381W	YDL084W	YNL139C	p	p	0	0	1	0	0
YDR383C	YBR211C	YGR179C	p	p	0	0	1	0	0
YDR383C	YBR211C	YIR010W	p	p	0	0	1	0	0
YDR383C	YBR211C	YLR315W	p	p	0	0	1	0	0
YDR383C	YBR211C	YPR046W	p	p	0	0	1	0	0
YDR388W	YCR088W	YBL007C	p	p	0	0	1	0	0
YDR388W	YCR088W	YDL029W	p	p	0	0	1	0	0
YDR388W	YCR088W	YFL039C	p	p	0	0	1	0	0
YDR388W	YCR088W	YMR109W	p	p	0	0	1	0	0
YDR388W	YCR088W	YNL094W	p	p	0	0	1	0	0
YDR388W	YCR088W	YNL138W	p	p	0	0	1	0	0
YDR388W	YCR088W	YOR181W	p	p	0	0	1	0	0
YDR388W	YCR088W	YPL031C	ku	ku	0	0	1	0	0
YDR388W	YCR088W	YPL031C	p	ku	0	0	1	0	0
YDR388W	YCR088W	YPR171W	p	p	0	0	1	0	0
YDR392W	YBR198C	YBR081C	p	p	0	0	1	0	0
YDR392W	YBR198C	YDR145W	p	p	0	0	1	0	0
YDR392W	YBR198C	YDR167W	p	p	0	0	1	0	0
YDR392W	YBR198C	YDR176W	p	p	0	0	1	0	0
YDR392W	YBR198C	YDR448W	p	p	0	0	1	0	0
YDR392W	YBR198C	YEL009C	p	p	0	0	1	0	0
YDR392W	YBR198C	YER148W	p	p	0	0	1	0	0
YDR392W	YBR198C	YGL112C	p	p	0	0	1	0	0
YDR392W	YBR198C	YGR252W	p	p	0	0	1	0	0
YDR392W	YBR198C	YHR099W	p	p	0	0	1	0	0
YDR392W	YBR198C	YLR055C	p	p	0	0	1	0	0
YDR392W	YBR198C	YMR223W	p	p	0	0	1	0	0
YDR392W	YBR198C	YMR236W	p	p	0	0	1	0	0
YDR392W	YBR198C	YOL148C	p	p	0	0	1	0	0
YDR392W	YBR198C	YPL047W	p	p	0	0	1	0	0
YDR392W	YBR198C	YPL254W	p	p	0	0	1	0	0
