"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 45 0.01 NA 0.99 NA 21 7 20 6 100 2.14
"2" "kukd" 100 0 0 1 NA 54 12 54 10 100 1.85
"3" "kuku" 113 0 0 1 NA 65 11 66 10 100 1.74
"4" "pkd" 94 0 0 1 NA 32 7 31 7 100 2.94
"5" "pku" 105 0 0 1 NA 58 14 57 15 100 1.81
"6" "pp" 3363 0 0 1 NA 132 13 132 13 100 25.48
"7" "tdkd" 1 0.34 NA 0.89 NA 0 1 0 0 100 Inf
"8" "tdku" 0 1 NA 0.87 NA 0 0 0 0 100 NA
"9" "tdp" 38 0 0 1 NA 14 5 15 6 100 2.71
"10" "tdtd" 17 0.11 NA 0.93 NA 11 5 11 6 100 1.55
"11" "tukd" 0 1 NA 0.66 NA 0 1 0 0 100 NA
"12" "tuku" 0 1 NA 0.96 NA 0 0 0 0 100 NA
"13" "tup" 39 0 0 1 NA 6 3 5 3 100 6.5
"14" "tutd" 11 0.38 NA 0.74 NA 9 4 9 3 100 1.22
"15" "tutu" 40 0.01 NA 1 NA 23 6 22 6 100 1.74
