"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 142 0 0 1 NA 28 16 24 14 100 5.07
"2" "kukd" 208 0 0 1 NA 89 15 91 14 100 2.34
"3" "kuku" 908 0 0 1 NA 397 30 400 24 100 2.29
"4" "pkd" 484 0 0 1 NA 192 19 192 17 100 2.52
"5" "pku" 995 0 0 1 NA 495 51 494 44 100 2.01
"6" "pp" 11218 0 0 1 NA 1756 60 1758 56 100 6.39
"7" "tdkd" 36 0.1 NA 0.9 NA 22 12 20 9 100 1.64
"8" "tdku" 27 0 0 1 NA 11 5 10 5 100 2.45
"9" "tdp" 620 0 0 1 NA 192 23 192 24 100 3.23
"10" "tdtd" 124 0.01 NA 0.99 NA 40 22 36 18 100 3.1
"11" "tukd" 39 0.38 NA 0.67 NA 36 8 35 7 100 1.08
"12" "tuku" 0 1 NA 0.76 NA 0 1 0 0 100 NA
"13" "tup" 170 0.01 NA 1 NA 129 18 130 16 100 1.32
"14" "tutd" 37 0.13 NA 0.93 NA 28 7 29 7 100 1.32
"15" "tutu" 1371 0 0 1 NA 770 44 770 41 100 1.78
