"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
20 61 129 54 97 305 2 5 23 22 9 45 5 160 NA
14 27 131 69 98 274 2 3 50 18 5 49 12 175 NA
10 17 131 53 49 360 20 7 62 13 9 43 11 138 3
13 41 136 46 95 292 8 10 66 11 10 44 12 164 NA
17 57 119 56 108 279 8 8 39 9 11 48 11 152 NA
15 41 126 58 82 284 5 4 40 27 14 36 8 177 NA
10 25 154 52 95 318 7 5 46 22 23 46 13 202 NA
4 34 123 49 105 272 5 6 58 19 15 45 14 159 NA
8 50 136 55 97 290 20 9 50 16 9 48 6 140 NA
16 56 147 62 92 314 8 7 64 21 13 47 11 173 1
20 43 134 47 101 309 5 6 50 19 13 51 7 199 NA
7 42 104 69 88 330 6 6 65 15 6 56 8 177 NA
4 50 129 64 90 306 19 1 61 20 10 54 13 144 1
9 38 135 58 99 303 9 1 54 14 19 40 10 195 NA
22 56 168 57 100 328 9 5 39 17 12 44 8 174 NA
14 38 146 62 95 343 5 6 45 22 17 43 18 182 NA
13 49 128 49 135 338 16 7 56 15 20 19 18 196 1
5 47 130 60 92 281 11 8 54 22 16 46 21 140 NA
12 28 165 72 118 339 8 1 59 14 20 43 4 146 NA
10 24 126 50 85 345 16 7 61 12 19 17 11 154 NA
13 45 161 79 119 312 10 2 51 22 16 64 6 180 NA
12 42 129 50 120 294 12 4 47 19 11 48 4 191 NA
3 41 102 68 84 289 8 3 54 22 3 49 7 162 NA
30 36 111 73 88 354 8 14 61 17 12 45 12 171 NA
9 42 113 54 100 333 15 10 47 13 15 46 8 177 NA
16 53 132 72 106 288 20 3 29 10 19 40 3 151 NA
16 47 132 59 105 273 12 5 42 13 20 55 10 166 NA
10 45 109 53 89 305 4 2 55 19 17 48 5 163 NA
19 51 124 34 100 280 7 4 55 11 15 63 8 172 NA
10 46 126 74 117 319 11 2 55 11 19 51 17 159 NA
17 79 151 52 100 335 12 3 67 22 26 34 17 147 NA
6 26 116 43 92 314 9 9 58 20 17 15 9 149 NA
23 43 139 53 112 283 11 4 51 33 19 39 13 164 NA
6 34 124 57 95 324 6 1 48 9 6 33 19 169 NA
13 41 107 38 103 335 14 2 60 6 17 41 6 172 NA
15 40 113 38 99 330 15 1 51 12 16 31 14 181 2
22 51 107 76 73 310 5 4 51 15 16 53 13 162 NA
17 42 115 57 119 323 13 8 45 18 17 43 18 166 NA
28 45 163 44 87 293 20 7 62 23 21 50 11 178 NA
6 35 121 51 107 338 20 5 53 23 18 46 16 166 NA
9 35 140 49 104 321 13 9 52 22 14 47 15 162 NA
17 44 139 63 102 347 12 3 49 29 21 42 6 158 NA
14 46 128 61 79 275 11 1 48 33 13 45 10 164 NA
17 65 143 82 140 279 16 2 52 24 19 64 9 175 NA
6 33 124 58 113 323 5 13 45 24 10 47 9 158 NA
5 45 151 75 128 301 8 4 57 11 15 49 9 156 NA
6 48 132 30 105 288 8 8 51 18 15 40 13 147 NA
11 42 116 56 117 335 6 3 57 11 19 32 6 184 NA
20 45 168 55 101 310 5 2 47 16 21 38 11 183 1
27 24 142 54 82 286 9 8 42 16 33 49 16 186 1
20 47 116 59 88 270 16 14 57 16 23 29 14 170 NA
16 49 148 58 138 338 8 1 41 10 14 47 17 145 NA
16 68 156 56 100 291 4 1 39 10 15 53 15 158 NA
5 41 147 51 108 274 4 5 60 35 19 45 17 167 NA
12 44 187 62 102 291 7 4 51 22 13 56 7 171 NA
24 63 154 65 112 324 9 10 46 17 15 58 19 187 NA
30 57 138 56 105 308 8 4 52 19 16 34 14 150 1
7 46 113 36 86 302 9 3 49 7 10 61 16 147 NA
9 44 137 54 97 286 11 4 53 23 16 39 11 170 NA
15 44 126 44 113 259 7 1 49 18 14 52 6 156 1
13 51 129 60 105 294 10 1 44 21 11 45 9 177 NA
7 35 164 48 125 310 12 4 43 23 16 20 7 156 NA
15 49 143 41 85 284 6 3 63 24 14 58 11 163 NA
10 37 120 53 89 320 9 3 51 10 21 47 6 150 NA
10 33 128 49 90 321 16 1 60 22 7 57 3 171 NA
7 40 133 49 116 302 11 5 51 19 25 37 17 165 NA
15 19 133 55 84 304 11 5 16 24 13 25 12 183 NA
17 42 149 61 124 287 11 6 25 19 20 49 14 151 NA
13 36 131 55 81 296 7 5 43 13 8 51 12 191 NA
12 40 141 74 104 292 16 6 57 28 23 32 12 150 NA
18 58 139 53 50 299 7 7 51 18 16 46 10 196 NA
23 54 119 66 121 308 12 7 47 24 18 46 20 176 NA
19 23 156 55 77 318 6 NA 56 19 10 54 21 179 NA
25 58 155 67 118 302 21 4 64 24 17 60 10 196 NA
18 37 108 66 111 310 5 2 20 13 10 33 4 151 NA
5 40 111 55 95 316 9 3 55 21 16 42 11 189 NA
5 18 155 56 130 314 9 5 70 22 14 38 13 205 NA
5 54 166 67 100 288 8 4 33 17 17 42 11 162 NA
12 44 151 50 99 272 11 5 66 23 14 58 10 149 NA
10 34 141 59 117 309 11 7 69 10 20 49 11 137 NA
9 43 156 61 123 285 9 4 62 23 19 42 11 179 NA
7 47 156 52 87 302 4 7 30 10 15 49 16 182 NA
16 53 145 53 99 304 10 3 46 25 17 57 12 180 NA
7 21 155 50 72 267 4 7 50 16 17 50 17 165 NA
13 51 117 66 136 334 15 6 66 39 20 42 12 175 NA
8 68 131 55 52 306 7 6 45 11 11 53 11 166 NA
15 44 131 54 104 340 6 3 62 22 28 61 8 172 NA
20 41 140 66 118 284 12 5 47 17 8 58 8 156 1
18 33 118 66 116 293 8 2 49 18 22 51 11 139 NA
15 39 120 55 91 362 8 1 46 22 4 41 16 169 NA
25 46 149 72 108 301 5 9 67 15 15 38 12 173 NA
12 43 127 64 90 250 14 7 62 30 17 50 2 164 NA
7 42 145 48 110 303 3 6 40 34 7 52 13 163 1
13 36 123 67 89 324 12 4 58 13 5 46 14 171 NA
14 56 148 29 111 289 10 6 56 14 22 43 9 197 3
12 54 168 51 80 327 2 1 56 32 6 41 10 164 NA
6 29 127 61 84 320 11 3 37 23 17 56 9 187 1
9 46 178 57 109 330 12 3 47 8 15 45 16 173 NA
7 35 134 67 92 272 10 6 53 25 15 48 12 210 NA
17 54 150 29 75 307 2 2 24 15 19 46 11 134 1
