"group" "motif_type" "counts" "total_count"
"1" "others" 2 59
"1" "others" 3 24
"1" "others" 4 7
"1" "others" 5 5
"1" "others" 6 2
"1" "others" 7 3
"1" "others" 8 1
"1" "others" 9 1
"1" "others" 11 1
"1" "others" 14 1
"1" "others" 16 1
"1" "others" 18 1
"1" "others" 19 1
"1" "others" 25 1
"1" "protein_complexes" 2 409
"1" "protein_complexes" 3 72
"1" "protein_complexes" 4 23
"1" "protein_complexes" 5 18
"1" "protein_complexes" 6 5
"1" "protein_complexes" 7 3
"1" "protein_complexes" 10 1
"1" "protein_complexes" 11 1
"1" "regulatory_triplets" 2 167
"1" "regulatory_triplets" 3 22
"1" "regulatory_triplets" 4 5
"1" "regulatory_triplets" 5 2
"1" "regulatory_triplets" 6 1
"1" "regulatory_triplets" 7 3
"1" "regulatory_triplets" 8 1
"1" "regulatory_triplets" 10 1
"1" "regulatory_triplets" 11 1
"1" "signaling_triplets" 2 235
"1" "signaling_triplets" 3 55
"1" "signaling_triplets" 4 6
"1" "signaling_triplets" 5 14
"1" "signaling_triplets" 7 1
"1" "signaling_triplets" 8 1
"1" "signaling_triplets" 10 1
"2" "others" 2 64
"2" "others" 3 21
"2" "others" 4 11
"2" "others" 5 5
"2" "others" 6 4
"2" "others" 7 4
"2" "others" 8 2
"2" "others" 9 2
"2" "others" 10 2
"2" "others" 11 1
"2" "others" 12 1
"2" "others" 14 1
"2" "others" 15 1
"2" "others" 17 1
"2" "others" 24 1
"2" "protein_complexes" 2 410
"2" "protein_complexes" 3 57
"2" "protein_complexes" 4 24
"2" "protein_complexes" 5 7
"2" "protein_complexes" 6 5
"2" "protein_complexes" 7 1
"2" "protein_complexes" 8 1
"2" "protein_complexes" 9 1
"2" "regulatory_triplets" 2 173
"2" "regulatory_triplets" 3 20
"2" "regulatory_triplets" 4 10
"2" "regulatory_triplets" 5 3
"2" "regulatory_triplets" 6 1
"2" "regulatory_triplets" 8 1
"2" "regulatory_triplets" 12 1
"2" "regulatory_triplets" 14 1
"2" "signaling_triplets" 2 228
"2" "signaling_triplets" 3 59
"2" "signaling_triplets" 4 17
"2" "signaling_triplets" 5 5
"2" "signaling_triplets" 6 2
"2" "signaling_triplets" 7 2
"2" "signaling_triplets" 9 2
"3" "others" 2 49
"3" "others" 3 16
"3" "others" 4 11
"3" "others" 5 10
"3" "others" 6 3
"3" "others" 7 1
"3" "others" 8 3
"3" "others" 9 2
"3" "others" 11 5
"3" "others" 16 1
"3" "others" 35 1
"3" "protein_complexes" 2 401
"3" "protein_complexes" 3 81
"3" "protein_complexes" 4 14
"3" "protein_complexes" 5 6
"3" "protein_complexes" 6 6
"3" "protein_complexes" 7 4
"3" "protein_complexes" 8 2
"3" "regulatory_triplets" 2 185
"3" "regulatory_triplets" 3 27
"3" "regulatory_triplets" 4 10
"3" "regulatory_triplets" 5 2
"3" "regulatory_triplets" 7 1
"3" "regulatory_triplets" 13 2
"3" "signaling_triplets" 2 226
