"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 142 0 0 1 NA 30 16 26 13 100 4.73
"2" "kukd" 208 0 0 1 NA 89 15 90 16 100 2.34
"3" "kuku" 908 0 0 1 NA 393 26 396 26 100 2.31
"4" "pkd" 484 0 0 1 NA 197 20 197 22 100 2.46
"5" "pku" 995 0 0 1 NA 485 43 487 37 100 2.05
"6" "pp" 11218 0 0 1 NA 1760 60 1759 59 100 6.37
"7" "tdkd" 36 0.0600000000000001 NA 0.95 NA 21 10 18 7 100 1.71
"8" "tdku" 27 0 0 1 NA 11 4 11 4 100 2.45
"9" "tdp" 620 0 0 1 NA 193 18 192 19 100 3.21
"10" "tdtd" 124 0 0 1 NA 45 23 42 23 100 2.76
"11" "tukd" 39 0.27 NA 0.77 NA 35 8 34 6 100 1.11
"12" "tuku" 0 1 NA 0.71 NA 0 1 0 0 100 NA
"13" "tup" 170 0.01 NA 0.99 NA 131 21 130 17 100 1.3
"14" "tutd" 37 0.21 NA 0.8 NA 29 8 29 7 100 1.28
"15" "tutu" 1371 0 0 1 NA 767 44 770 47 100 1.79
