"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 61 18 58 21 100 3.51
"2" "kukd" 438 0 0 1 NA 240 32 243 25 100 1.82
"3" "kuku" 2103 0 0 1 NA 1248 66 1247 56 100 1.69
"4" "pkd" 981 0 0 1 NA 518 42 520 33 100 1.89
"5" "pku" 2297 0 0 1 NA 1570 88 1566 85 100 1.46
"6" "pp" 18008 0 0 1 NA 5476 98 5480 93 100 3.29
"7" "tdkd" 88 0.13 NA 0.89 NA 68 18 65 15 100 1.29
"8" "tdku" 76 0 0 1 NA 41 10 40 11 100 1.85
"9" "tdp" 1205 0 0 1 NA 692 39 695 38 100 1.74
"10" "tdtd" 231 0.17 NA 0.84 NA 184 48 176 53 100 1.26
"11" "tukd" 111 0.48 NA 0.57 NA 109 14 110 14 100 1.02
"12" "tuku" 1 0.66 NA 0.65 NA 2 2 1 1 100 0.5
"13" "tup" 583 0 0 1 NA 499 30 503 25 100 1.17
"14" "tutd" 123 0.53 NA 0.48 NA 127 17 124 15 100 0.97
"15" "tutu" 4391 0 0 1 NA 3166 109 3171 122 100 1.39
