"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 142 0 0 1 NA 28 15 24 15 100 5.07
"2" "kukd" 208 0 0 1 NA 88 17 88 19 100 2.36
"3" "kuku" 908 0 0 1 NA 397 30 396 33 100 2.29
"4" "pkd" 484 0 0 1 NA 193 19 192 20 100 2.51
"5" "pku" 995 0 0 1 NA 490 45 486 33 100 2.03
"6" "pp" 11218 0 0 1 NA 1752 52 1749 56 100 6.4
"7" "tdkd" 36 0.08 NA 0.92 NA 21 11 19 7 100 1.71
"8" "tdku" 27 0 0 1 NA 11 4 11 4 100 2.45
"9" "tdp" 620 0 0 1 NA 192 20 193 19 100 3.23
"10" "tdtd" 124 0 0 1 NA 44 25 40 24 100 2.82
"11" "tukd" 39 0.31 NA 0.72 NA 34 8 35 7 100 1.15
"12" "tuku" 0 1 NA 0.74 NA 0 1 0 0 100 NA
"13" "tup" 170 0 0 1 NA 132 15 132 14 100 1.29
"14" "tutd" 37 0.15 NA 0.88 NA 29 7 30 7 100 1.28
"15" "tutu" 1371 0 0 1 NA 768 42 766 42 100 1.79
