"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 51 18 49 16 100 3.94
"2" "kukd" 368 0 0 1 NA 193 21 194 20 100 1.91
"3" "kuku" 1717 0 0 1 NA 947 61 945 61 100 1.81
"4" "pkd" 845 0 0 1 NA 415 34 418 31 100 2.04
"5" "pku" 1853 0 0 1 NA 1189 84 1192 72 100 1.56
"6" "pp" 15943 0 0 1 NA 4141 91 4138 86 100 3.85
"7" "tdkd" 78 0.08 NA 0.93 NA 52 17 52 14 100 1.5
"8" "tdku" 57 0 0 1 NA 30 8 30 8 100 1.9
"9" "tdp" 1021 0 0 1 NA 529 34 528 39 100 1.93
"10" "tdtd" 200 0.05 NA 0.95 NA 138 37 138 40 100 1.45
"11" "tukd" 88 0.31 NA 0.69 NA 84 11 83 10 100 1.05
"12" "tuku" 1 0.49 NA 0.79 NA 1 1 0 0 100 1
"13" "tup" 430 0.01 NA 0.99 NA 356 39 357 33 100 1.21
"14" "tutd" 91 0.48 NA 0.57 NA 89 16 90 14 100 1.02
"15" "tutu" 3201 0 0 1 NA 2170 87 2171 75 100 1.48
