"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 185 0 0 1 NA 37 14 34 13 100 5
"2" "kukd" 287 0 0 1 NA 137 24 137 19 100 2.09
"3" "kuku" 1305 0 0 1 NA 672 43 664 37 100 1.94
"4" "pkd" 691 0 0 1 NA 299 26 299 20 100 2.31
"5" "pku" 1416 0 0 1 NA 818 80 828 60 100 1.73
"6" "pp" 13875 0 0 1 NA 2892 69 2886 59 100 4.8
"7" "tdkd" 64 0.07 NA 0.94 NA 40 16 39 15 100 1.6
"8" "tdku" 43 0 0 1 NA 20 7 20 7 100 2.15
"9" "tdp" 818 0 0 1 NA 355 28 353 28 100 2.3
"10" "tdtd" 164 0.03 NA 0.97 NA 90 30 84 32 100 1.82
"11" "tukd" 58 0.55 NA 0.51 NA 59 10 58 8 100 0.98
"12" "tuku" 1 0.54 NA 0.8 NA 1 1 1 1 100 1
"13" "tup" 291 0.02 NA 0.98 NA 236 24 237 23 100 1.23
"14" "tutd" 55 0.58 NA 0.47 NA 57 12 56 11 100 0.96
"15" "tutu" 2209 0 0 1 NA 1388 59 1391 67 100 1.59
