"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
7 94 498 114 569 964 9 19 101 12 13 1 118 30 736
4 73 415 95 456 904 11 11 106 4 40 1 108 16 729
9 61 403 74 436 881 4 6 116 7 26 NA 131 28 674
7 76 428 110 458 941 4 10 106 8 19 1 94 25 746
10 78 459 140 548 852 16 25 103 7 26 1 103 28 746
15 84 456 117 560 918 10 11 126 12 18 NA 92 37 716
8 81 456 115 528 990 12 17 84 11 35 3 137 34 674
7 100 416 109 445 877 7 15 105 12 35 2 90 17 711
5 80 447 108 482 860 12 15 109 12 29 NA 85 29 681
10 85 487 120 534 913 12 8 115 14 29 NA 116 37 701
10 75 478 112 532 914 5 6 97 9 10 NA 99 27 678
10 81 446 128 502 953 15 7 106 8 33 3 92 11 708
6 112 510 127 546 914 3 9 116 12 22 2 135 20 713
5 77 428 99 495 919 9 13 110 6 30 1 100 17 732
7 63 434 115 509 941 5 9 118 10 33 NA 97 27 756
4 76 432 56 517 920 15 7 123 7 32 2 130 28 724
7 80 466 110 486 894 4 15 99 17 27 0 101 30 713
5 100 467 133 531 898 10 12 101 8 13 1 105 28 729
5 67 437 107 492 953 3 10 123 13 31 0 90 15 727
7 94 480 133 525 965 9 9 124 10 19 0 87 36 808
10 93 502 129 543 967 12 16 104 11 11 NA 100 27 687
6 78 474 124 482 863 4 17 124 7 19 3 100 31 755
6 89 431 117 417 864 8 18 113 11 27 2 128 22 704
5 78 452 117 530 959 5 16 124 14 27 NA 92 14 700
4 76 488 105 512 886 4 8 130 9 29 0 118 28 768
6 64 502 93 559 966 10 9 130 10 27 1 106 36 670
9 84 508 118 539 905 3 17 115 8 25 0 132 23 743
6 70 368 118 505 931 5 13 117 17 26 0 111 27 709
8 78 405 120 514 989 12 17 127 11 38 0 109 23 700
7 76 530 110 556 973 14 11 123 10 26 0 103 22 784
9 73 529 109 492 903 13 13 121 14 24 0 107 27 742
12 86 412 111 484 936 11 9 118 11 33 2 147 15 641
11 64 409 111 390 978 11 27 116 12 32 4 105 28 769
2 74 464 113 444 823 11 12 105 9 37 NA 104 26 791
4 66 484 96 445 961 10 11 113 11 13 0 156 27 751
5 76 453 94 493 885 8 12 108 10 27 NA 106 16 716
7 65 373 115 445 993 7 5 113 4 20 NA 98 17 726
7 81 466 128 528 857 13 15 112 11 14 1 130 15 702
4 51 413 113 474 985 5 8 118 10 29 NA 117 36 716
3 77 458 101 527 918 7 11 95 9 29 NA 111 46 650
10 77 435 118 471 894 10 10 92 8 16 0 75 26 728
9 59 453 96 477 981 11 14 104 12 21 2 119 21 709
6 91 454 104 506 937 13 14 115 10 24 2 47 21 643
3 64 411 115 379 861 7 7 110 13 27 1 122 24 574
6 81 508 115 542 939 13 8 111 8 27 0 90 44 756
11 88 473 118 554 942 12 11 117 8 21 NA 108 21 748
7 67 413 113 499 942 13 7 122 9 39 0 88 46 703
9 91 455 122 450 862 15 22 100 12 39 1 103 26 639
6 83 455 128 494 916 10 11 107 13 29 0 82 25 728
5 62 442 105 542 950 11 15 113 14 12 1 131 21 756
6 91 480 114 513 858 5 13 94 8 34 0 133 13 741
