"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 43 17 38 17 100 4.33
"2" "kukd" 314 0 0 1 NA 147 20 146 18 100 2.14
"3" "kuku" 1399 0 0 1 NA 726 43 722 40 100 1.93
"4" "pkd" 734 0 0 1 NA 331 23 331 27 100 2.22
"5" "pku" 1514 0 0 1 NA 911 52 902 54 100 1.66
"6" "pp" 14281 0 0 1 NA 3154 82 3136 64 100 4.53
"7" "tdkd" 73 0.04 NA 0.97 NA 38 15 36 13 100 1.92
"8" "tdku" 46 0 0 1 NA 21 7 21 6 100 2.19
"9" "tdp" 861 0 0 1 NA 386 26 386 26 100 2.23
"10" "tdtd" 168 0.04 NA 0.96 NA 96 35 90 35 100 1.75
"11" "tukd" 63 0.52 NA 0.52 NA 65 12 63 10 100 0.97
"12" "tuku" 1 0.37 NA 0.91 NA 1 1 0 0 100 1
"13" "tup" 316 0.02 NA 0.98 NA 261 27 262 27 100 1.21
"14" "tutd" 61 0.6 NA 0.46 NA 61 12 63 10 100 1
"15" "tutu" 2400 0 0 1 NA 1543 68 1547 68 100 1.56
