"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 19 9 19 10 100 7.16
"2" "kukd" 159 0 0 1 NA 55 13 56 12 100 2.89
"3" "kuku" 677 0 0 1 NA 240 19 240 19 100 2.82
"4" "pkd" 345 0 0 1 NA 118 16 118 13 100 2.92
"5" "pku" 742 0 0 1 NA 301 29 303 25 100 2.47
"6" "pp" 9190 0 0 1 NA 1102 42 1102 46 100 8.34
"7" "tdkd" 27 0.02 NA 0.98 NA 11 6 11 6 100 2.45
"8" "tdku" 23 0 0 1 NA 6 3 5 3 100 3.83
"9" "tdp" 538 0 0 1 NA 113 15 114 12 100 4.76
"10" "tdtd" 100 0 0 1 NA 22 16 18 13 100 4.55
"11" "tukd" 23 0.36 NA 0.73 NA 20 6 21 6 100 1.15
"12" "tuku" 0 1 NA 0.83 NA 0 1 0 0 100 NA
"13" "tup" 107 0 0 1 NA 81 12 82 11 100 1.32
"14" "tutd" 22 0.21 NA 0.85 NA 17 5 17 7 100 1.29
"15" "tutu" 915 0 0 1 NA 459 31 456 27 100 1.99
