"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 33 14 32 14 100 5.45
"2" "kukd" 250 0 0 1 NA 117 18 118 16 100 2.14
"3" "kuku" 1096 0 0 1 NA 539 37 538 39 100 2.03
"4" "pkd" 604 0 0 1 NA 251 26 251 19 100 2.41
"5" "pku" 1185 0 0 1 NA 669 52 670 44 100 1.77
"6" "pp" 12534 0 0 1 NA 2341 71 2348 76 100 5.35
"7" "tdkd" 44 0.09 NA 0.91 NA 28 11 27 10 100 1.57
"8" "tdku" 35 0 0 1 NA 14 5 14 6 100 2.5
"9" "tdp" 703 0 0 1 NA 266 21 264 18 100 2.64
"10" "tdtd" 142 0.01 NA 0.99 NA 57 28 49 27 100 2.49
"11" "tukd" 49 0.47 NA 0.58 NA 47 9 48 9 100 1.04
"12" "tuku" 0 1 NA 0.66 NA 0 1 0 0 100 NA
"13" "tup" 235 0.01 NA 0.99 NA 186 22 188 17 100 1.26
"14" "tutd" 48 0.22 NA 0.81 NA 41 8 42 7 100 1.17
"15" "tutu" 1805 0 0 1 NA 1072 49 1066 44 100 1.68
