"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 34 14 32 13 100 5.29
"2" "kukd" 266 0 0 1 NA 129 17 128 18 100 2.06
"3" "kuku" 1216 0 0 1 NA 614 36 619 33 100 1.98
"4" "pkd" 653 0 0 1 NA 275 24 274 23 100 2.37
"5" "pku" 1320 0 0 1 NA 746 68 754 44 100 1.77
"6" "pp" 13269 0 0 1 NA 2635 69 2631 71 100 5.04
"7" "tdkd" 61 0.04 NA 0.96 NA 33 15 30 13 100 1.85
"8" "tdku" 38 0 0 1 NA 17 5 17 4 100 2.24
"9" "tdp" 766 0 0 1 NA 308 25 304 26 100 2.49
"10" "tdtd" 157 0.01 NA 0.99 NA 69 27 66 27 100 2.28
"11" "tukd" 53 0.41 NA 0.61 NA 51 11 50 10 100 1.04
"12" "tuku" 0 1 NA 0.58 NA 1 1 0 0 100 0
"13" "tup" 266 0 0 1 NA 212 21 212 21 100 1.25
"14" "tutd" 52 0.36 NA 0.68 NA 48 9 48 10 100 1.08
"15" "tutu" 2005 0 0 1 NA 1241 63 1234 66 100 1.62
