"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 61 19 58 17 100 3.51
"2" "kukd" 438 0 0 1 NA 240 28 243 24 100 1.82
"3" "kuku" 2103 0 0 1 NA 1254 64 1255 59 100 1.68
"4" "pkd" 981 0 0 1 NA 522 30 520 26 100 1.88
"5" "pku" 2297 0 0 1 NA 1589 80 1586 68 100 1.45
"6" "pp" 18008 0 0 1 NA 5478 110 5473 115 100 3.29
"7" "tdkd" 88 0.0600000000000001 NA 0.94 NA 63 18 61 16 100 1.4
"8" "tdku" 76 0 0 1 NA 39 8 40 8 100 1.95
"9" "tdp" 1205 0 0 1 NA 690 39 692 42 100 1.75
"10" "tdtd" 231 0.15 NA 0.85 NA 186 46 180 45 100 1.24
"11" "tukd" 111 0.46 NA 0.56 NA 110 14 110 13 100 1.01
"12" "tuku" 1 0.67 NA 0.66 NA 1 2 1 1 100 1
"13" "tup" 583 0.02 NA 0.99 NA 500 40 500 42 100 1.17
"14" "tutd" 123 0.62 NA 0.39 NA 126 19 127 18 100 0.98
"15" "tutu" 4391 0 0 1 NA 3139 122 3139 130 100 1.4
