"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 149 0 0 1 NA 32 15 31 16 100 4.66
"2" "kukd" 234 0 0 1 NA 104 16 104 14 100 2.25
"3" "kuku" 1009 0 0 1 NA 470 35 468 35 100 2.15
"4" "pkd" 566 0 0 1 NA 224 23 226 21 100 2.53
"5" "pku" 1103 0 0 1 NA 578 52 574 47 100 1.91
"6" "pp" 11934 0 0 1 NA 2063 51 2054 54 100 5.78
"7" "tdkd" 37 0.13 NA 0.89 NA 26 12 25 10 100 1.42
"8" "tdku" 30 0.01 NA 0.99 NA 13 5 13 4 100 2.31
"9" "tdp" 668 0 0 1 NA 236 21 234 21 100 2.83
"10" "tdtd" 133 0.01 NA 0.99 NA 49 24 47 24 100 2.71
"11" "tukd" 46 0.42 NA 0.64 NA 44 10 44 10 100 1.05
"12" "tuku" 0 1 NA 0.66 NA 0 1 0 0 100 NA
"13" "tup" 101 0.99 NA 0.01 NA 161 18 160 18 100 0.63
"14" "tutd" 44 0.17 NA 0.83 NA 35 10 35 9 100 1.26
"15" "tutu" 1600 0 0 1 NA 920 48 919 44 100 1.74
