"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 32 14 31 14 100 5.62
"2" "kukd" 250 0 0 1 NA 115 19 116 19 100 2.17
"3" "kuku" 1096 0 0 1 NA 537 36 538 39 100 2.04
"4" "pkd" 604 0 0 1 NA 252 26 252 21 100 2.4
"5" "pku" 1185 0 0 1 NA 666 59 664 44 100 1.78
"6" "pp" 12534 0 0 1 NA 2347 68 2345 69 100 5.34
"7" "tdkd" 44 0.0600000000000001 NA 0.95 NA 28 10 27 10 100 1.57
"8" "tdku" 35 0 0 1 NA 16 5 16 4 100 2.19
"9" "tdp" 703 0 0 1 NA 267 25 265 28 100 2.63
"10" "tdtd" 142 0.01 NA 0.99 NA 58 26 54 23 100 2.45
"11" "tukd" 49 0.42 NA 0.63 NA 47 9 47 7 100 1.04
"12" "tuku" 0 1 NA 0.68 NA 0 1 0 0 100 NA
"13" "tup" 235 0.02 NA 0.98 NA 187 24 188 16 100 1.26
"14" "tutd" 48 0.21 NA 0.8 NA 41 10 43 9 100 1.17
"15" "tutu" 1805 0 0 1 NA 1075 50 1080 45 100 1.68
