"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 52 16 52 16 100 3.87
"2" "kukd" 368 0 0 1 NA 194 23 196 16 100 1.9
"3" "kuku" 1717 0 0 1 NA 952 48 951 47 100 1.8
"4" "pkd" 845 0 0 1 NA 415 29 414 29 100 2.04
"5" "pku" 1853 0 0 1 NA 1196 64 1202 62 100 1.55
"6" "pp" 15943 0 0 1 NA 4149 101 4143 87 100 3.84
"7" "tdkd" 78 0.09 NA 0.92 NA 54 17 52 17 100 1.44
"8" "tdku" 57 0.02 NA 0.98 NA 29 9 29 7 100 1.97
"9" "tdp" 1021 0 0 1 NA 530 32 528 33 100 1.93
"10" "tdtd" 200 0.05 NA 0.95 NA 137 38 136 42 100 1.46
"11" "tukd" 88 0.31 NA 0.73 NA 81 14 80 11 100 1.09
"12" "tuku" 1 0.61 NA 0.74 NA 1 1 1 1 100 1
"13" "tup" 430 0 0 1 NA 353 42 354 30 100 1.22
"14" "tutd" 91 0.47 NA 0.58 NA 88 17 88 13 100 1.03
"15" "tutu" 3201 0 0 1 NA 2164 84 2146 75 100 1.48
