"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 34 13 33 12 100 5.29
"2" "kukd" 266 0 0 1 NA 127 17 126 16 100 2.09
"3" "kuku" 1216 0 0 1 NA 611 42 610 45 100 1.99
"4" "pkd" 653 0 0 1 NA 275 23 275 21 100 2.37
"5" "pku" 1320 0 0 1 NA 749 61 754 51 100 1.76
"6" "pp" 13269 0 0 1 NA 2630 73 2632 69 100 5.05
"7" "tdkd" 61 0.02 NA 0.98 NA 32 13 31 13 100 1.91
"8" "tdku" 38 0 0 1 NA 18 6 17 4 100 2.11
"9" "tdp" 766 0 0 1 NA 310 27 306 32 100 2.47
"10" "tdtd" 157 0.01 NA 0.99 NA 76 27 71 22 100 2.07
"11" "tukd" 53 0.44 NA 0.6 NA 52 9 52 8 100 1.02
"12" "tuku" 0 1 NA 0.59 NA 1 1 0 0 100 0
"13" "tup" 266 0.01 NA 0.99 NA 210 22 212 19 100 1.27
"14" "tutd" 52 0.38 NA 0.69 NA 48 10 49 9 100 1.08
"15" "tutu" 2005 0 0 1 NA 1238 55 1236 47 100 1.62
