"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 36 16 34 16 100 5
"2" "kukd" 266 0 0 1 NA 130 18 129 18 100 2.05
"3" "kuku" 1216 0 0 1 NA 614 38 614 47 100 1.98
"4" "pkd" 653 0 0 1 NA 272 26 270 23 100 2.4
"5" "pku" 1320 0 0 1 NA 758 49 755 50 100 1.74
"6" "pp" 13269 0 0 1 NA 2635 77 2624 81 100 5.04
"7" "tdkd" 61 0.07 NA 0.93 NA 34 18 32 12 100 1.79
"8" "tdku" 38 0 0 1 NA 16 5 17 4 100 2.38
"9" "tdp" 766 0 0 1 NA 312 21 313 23 100 2.46
"10" "tdtd" 157 0.01 NA 0.99 NA 74 26 73 32 100 2.12
"11" "tukd" 53 0.39 NA 0.62 NA 51 11 50 10 100 1.04
"12" "tuku" 0 1 NA 0.57 NA 1 1 0 0 100 0
"13" "tup" 266 0 0 1 NA 211 21 212 17 100 1.26
"14" "tutd" 52 0.44 NA 0.63 NA 49 10 49 9 100 1.06
"15" "tutu" 2005 0 0 1 NA 1230 56 1221 54 100 1.63
