"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
46 231 1306 477 1564 5448 100 44 776 164 97 1 569 137 3065
49 257 1277 526 1583 5376 85 44 691 126 106 1 505 100 3020
38 236 1207 460 1556 5463 60 56 701 138 142 NA 452 128 3070
87 219 1284 524 1628 5313 62 33 634 216 105 1 475 94 2991
60 244 1234 557 1627 5415 36 23 671 170 91 3 460 146 3177
80 215 1167 504 1692 5403 58 43 676 106 102 3 509 110 2967
54 257 1202 502 1580 5378 68 58 660 194 122 4 523 111 3116
82 296 1235 530 1579 5475 97 43 736 154 121 1 470 132 3046
34 285 1272 551 1719 5389 65 44 640 137 111 NA 510 95 3177
44 235 1212 509 1393 5284 57 38 673 145 108 NA 567 115 3176
74 271 1238 490 1483 5578 76 40 724 268 92 NA 590 102 3209
57 219 1163 471 1454 5386 54 45 731 225 112 NA 499 90 3134
57 261 1210 503 1565 5404 59 44 691 223 91 2 516 118 3001
57 251 1175 549 1407 5410 97 52 725 135 83 1 482 106 3047
81 262 1277 503 1393 5571 55 34 645 188 118 1 507 110 2900
62 269 1298 481 1646 5503 76 40 647 129 86 1 515 112 3185
95 255 1142 499 1538 5494 101 43 651 222 114 NA 518 97 3134
45 230 1252 531 1536 5445 102 44 687 119 110 NA 502 116 3325
69 226 1194 507 1534 5450 88 37 633 182 102 1 518 89 3094
62 259 1255 567 1463 5297 60 51 708 167 112 1 491 95 3093
77 292 1201 528 1563 5484 71 37 739 269 88 4 497 134 3256
58 227 1189 522 1549 5612 52 14 693 183 88 3 551 101 3248
68 184 1205 479 1488 5461 52 40 702 161 117 NA 492 69 3101
38 233 1188 530 1520 5354 49 34 632 162 97 4 477 81 3200
54 203 1261 513 1513 5385 66 38 638 167 104 2 484 127 3131
39 237 1185 471 1520 5509 49 36 669 182 132 1 494 146 3113
67 237 1158 515 1596 5522 54 34 745 175 99 1 508 139 3205
79 271 1276 533 1617 5541 74 55 712 139 88 4 496 107 3282
103 226 1215 522 1583 5444 72 34 683 133 143 1 445 87 3128
49 272 1275 541 1624 5478 61 50 686 176 139 3 549 141 3211
79 214 1292 545 1611 5401 40 40 714 246 98 1 484 121 3015
69 213 1239 499 1531 5211 70 55 654 145 119 2 540 124 3170
93 239 1229 561 1611 5499 63 51 666 165 96 2 468 106 3037
92 240 1315 532 1553 5520 59 30 680 155 115 1 545 101 3241
48 209 1220 505 1591 5567 70 24 663 161 140 NA 483 49 3129
77 253 1364 538 1712 5609 83 23 681 175 138 5 548 114 3119
87 265 1327 503 1546 5317 55 50 702 124 82 4 521 112 3258
66 233 1270 523 1690 5528 49 26 731 124 91 2 446 102 3405
69 220 1189 535 1625 5536 45 48 656 146 124 1 512 94 3242
56 252 1183 500 1531 5482 56 16 650 237 96 1 483 88 3143
47 220 1289 472 1615 5411 52 41 698 105 117 1 446 100 3063
39 175 1240 455 1635 5480 59 37 588 144 105 2 483 118 3172
59 208 1034 539 1376 5395 87 38 707 234 121 3 471 105 3093
60 251 1308 551 1607 5499 91 33 754 126 126 6 545 117 3055
72 233 1304 558 1598 5289 87 44 692 213 110 NA 493 110 3309
32 231 1258 482 1597 5392 65 32 682 112 121 4 491 137 3028
36 231 1190 520 1519 5572 49 30 721 138 99 1 489 127 3239
67 270 1289 546 1687 5501 122 44 706 145 117 NA 503 109 3109
45 199 1097 468 1418 5370 45 29 681 174 101 2 516 115 3198
60 231 1339 529 1666 5318 61 44 673 154 95 3 419 98 3310
57 230 1258 570 1657 5726 80 37 692 225 98 3 464 125 3147
87 245 1235 544 1504 5493 32 37 663 143 97 4 496 79 3166
44 240 1354 550 1697 5490 53 14 679 125 81 NA 509 126 3134
95 104 1251 527 1510 5640 70 57 624 204 121 NA 452 93 3206
67 235 1184 554 1629 5558 52 34 757 187 124 NA 539 119 3199
48 276 1213 527 1567 5495 75 23 687 145 121 6 568 137 3062
45 203 1293 472 1456 5458 92 34 673 112 114 NA 514 120 3081
73 244 1262 528 1569 5372 76 38 661 251 105 4 476 114 3234
76 295 1248 535 1595 5515 68 35 649 248 131 NA 485 116 2838
45 215 1389 467 1575 5511 51 42 719 192 117 2 516 124 3197
43 286 1238 525 1614 5362 52 35 688 175 90 NA 571 110 3154
71 229 1121 559 1602 5336 46 37 660 206 97 NA 523 115 3019
49 240 1311 504 1502 5439 56 45 653 165 105 NA 474 78 3341
67 252 1296 534 1692 5421 78 32 692 213 117 1 542 119 3125
39 208 1283 494 1681 5485 92 31 699 217 128 NA 507 105 3346
60 232 1291 524 1515 5452 53 40 658 293 131 1 556 114 3133
47 259 1239 507 1739 5578 140 49 783 99 111 3 480 119 3096
47 252 1325 552 1611 5606 29 23 641 133 94 NA 466 116 3025
108 266 1229 579 1599 5409 75 35 676 152 124 NA 520 135 3177
53 229 1234 508 1539 5434 51 32 674 120 97 NA 472 116 3081
54 116 1277 548 1584 5397 70 46 730 168 105 1 508 45 3083
50 240 1328 555 1626 5660 57 55 665 211 121 1 483 100 3200
70 257 1234 527 1585 5562 78 38 663 243 117 3 519 121 3097
38 215 1238 486 1659 5541 77 32 716 194 109 1 498 97 3274
64 218 1244 512 1606 5439 57 16 665 113 107 1 460 104 2933
43 123 1351 511 1612 5454 42 41 621 167 109 NA 442 100 3079
69 237 1228 486 1550 5248 55 28 675 281 108 NA 483 55 3010
54 215 1228 531 1599 5570 67 40 696 260 119 4 490 126 3264
49 232 1222 493 1483 5376 69 36 631 227 108 NA 520 107 3061
46 262 1283 529 1689 5423 114 62 723 162 95 NA 487 108 3058
105 244 1239 580 1585 5460 81 44 647 186 97 NA 517 108 3156
62 241 1146 481 1458 5535 48 41 732 271 123 1 520 123 3080
79 268 1232 529 1601 5397 64 30 696 179 88 3 466 106 3270
61 262 1195 522 1534 5277 71 34 735 170 100 1 570 154 3262
61 244 1173 236 1482 5363 78 17 704 273 101 3 423 99 3121
77 225 1206 561 1481 5626 50 25 648 224 85 2 534 131 3071
32 245 1252 515 1552 5398 52 15 652 159 114 NA 517 114 3154
84 277 1189 497 1460 5346 77 45 661 216 83 3 513 77 3127
105 249 1283 526 1720 5422 71 45 697 150 112 NA 468 81 3088
64 201 1287 539 1588 5331 63 42 623 113 121 1 509 125 3244
44 239 1203 479 1516 5379 46 45 658 212 132 1 541 119 3112
55 263 1318 536 1454 5312 75 46 699 208 124 1 474 70 2977
34 215 1223 479 1630 5397 80 40 640 239 124 NA 534 132 3228
52 206 1249 505 1368 5423 42 43 658 175 87 2 458 96 3005
62 207 1278 499 1503 5403 73 52 752 233 116 NA 494 115 3072
92 236 1187 490 1626 5536 125 43 767 182 99 NA 502 148 3204
56 234 1330 473 1582 5404 86 28 687 197 116 1 476 80 3218
35 232 1431 552 1607 5409 61 37 667 137 117 4 471 113 3253
34 208 1188 494 1499 5466 63 40 662 97 108 NA 513 124 3237
66 248 1195 524 1482 5762 136 43 694 141 113 2 479 108 3154
