"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
31 162 884 350 1057 3178 28 10 364 90 55 229 60 1012 NA
59 185 945 365 1084 3235 48 18 389 52 75 219 53 1054 1
50 190 926 332 1068 3110 45 38 459 50 59 244 50 1152 1
39 166 893 332 1079 3335 53 6 402 73 61 219 59 1037 NA
48 152 844 357 1021 3236 29 21 423 69 67 261 73 1033 NA
13 170 937 333 980 3219 17 35 434 90 56 263 61 914 NA
39 179 838 348 1123 3153 23 11 425 55 58 239 67 1000 NA
38 159 803 178 1011 3225 36 22 373 49 73 307 47 941 NA
52 162 834 294 1104 3200 25 19 397 75 46 247 67 1041 1
50 192 871 305 1061 3269 52 25 400 127 44 216 75 1116 1
56 183 903 370 1017 3183 26 16 372 95 67 235 54 1116 4
41 146 814 313 1074 3280 35 34 421 79 53 208 45 1026 1
21 171 877 305 1060 3199 18 17 375 73 54 271 58 1068 NA
70 144 828 334 1037 3146 38 25 441 57 63 224 47 1077 NA
33 183 1038 332 1165 3250 26 33 419 77 62 255 39 1070 NA
49 164 821 354 1047 3187 66 29 361 111 64 209 58 1108 NA
39 170 849 337 1125 3134 34 15 388 58 40 246 65 972 1
36 163 901 308 1133 3227 32 23 375 85 84 248 61 1059 2
62 181 849 365 1142 3059 33 27 398 119 48 222 70 1097 NA
21 191 823 312 901 3031 39 33 380 69 73 230 54 1064 1
28 141 897 253 1037 3079 12 15 409 83 58 231 59 1145 NA
36 166 847 336 1079 3169 28 14 411 57 62 225 58 996 4
45 173 902 334 1023 3367 38 31 403 90 49 225 50 1009 NA
38 141 885 328 1065 3433 31 29 453 112 53 270 48 991 3
49 184 927 374 1030 3149 34 29 413 88 45 266 59 1080 4
44 199 824 360 1035 3150 44 11 367 48 47 225 48 1042 NA
41 198 905 357 1160 3369 33 10 386 70 28 282 55 991 NA
32 161 892 374 1042 3187 35 31 388 69 75 248 60 1012 NA
39 164 810 355 946 3195 53 25 388 57 63 192 44 1034 1
30 131 812 332 965 3144 37 31 380 65 44 250 57 1167 1
35 165 881 332 1105 3145 33 30 406 111 62 259 64 1076 2
35 176 959 340 1173 3265 26 23 417 57 45 251 81 1218 NA
55 165 866 344 922 3130 20 25 397 57 68 305 61 1104 4
26 115 805 324 1038 3180 47 21 386 78 56 239 54 1003 2
53 192 789 338 980 3274 50 29 373 54 59 221 52 1075 NA
63 165 897 356 1051 3231 29 16 412 93 70 216 50 971 NA
35 165 896 367 1113 3233 24 28 391 104 66 213 53 1057 1
28 165 834 348 1004 3151 28 18 397 65 58 212 65 999 1
26 184 864 335 967 3127 57 17 373 56 66 280 56 994 NA
44 185 853 376 1138 3160 46 17 381 70 55 210 85 1005 1
36 155 848 324 1081 2971 34 24 384 107 53 237 55 1027 NA
38 195 852 370 1050 3194 45 21 457 107 65 240 66 981 1
41 206 938 362 1054 3274 46 29 199 49 60 253 44 1038 NA
58 177 874 304 983 3219 34 17 411 62 64 209 62 1049 2
49 183 868 359 1120 3259 42 14 411 85 75 236 53 1107 1
63 158 811 315 1148 3167 36 13 379 97 75 242 37 1093 NA
58 167 907 378 1040 3270 38 34 363 83 63 240 65 1018 NA
61 210 878 346 1035 3068 47 4 408 81 66 258 53 1033 NA
27 160 860 340 1107 3179 39 21 366 68 65 243 71 1023 1
62 177 932 317 1001 3031 46 27 399 79 60 221 67 995 4
25 168 799 327 1094 3233 66 31 403 46 52 214 62 1000 NA
38 166 886 321 1078 3140 41 37 390 87 69 235 56 1085 1
76 197 874 344 1165 3252 35 47 417 105 70 226 24 1092 NA
30 163 844 331 953 3214 27 25 393 65 57 231 27 939 1
27 171 771 371 1071 3188 19 13 363 74 54 259 61 1076 1
32 207 871 381 1077 3089 34 22 412 104 52 274 64 959 2
36 150 861 324 1080 3231 31 21 360 69 61 236 57 1025 1
55 202 799 345 977 3154 37 13 389 68 55 224 56 956 3
29 137 757 311 936 3011 21 14 323 97 61 244 26 1028 NA
22 153 818 312 1071 3089 39 12 388 52 58 219 62 1099 NA
49 166 872 304 1034 3122 38 26 340 54 49 236 55 1044 NA
15 180 832 333 1142 3249 43 25 430 65 59 272 60 1161 1
26 153 952 365 1165 3274 31 24 423 56 72 207 69 1056 NA
51 148 808 337 948 3150 56 38 358 101 72 221 43 1120 NA
37 181 791 299 1004 3243 73 24 438 85 66 283 58 1139 1
21 170 899 321 1063 3115 41 20 433 64 67 258 63 1129 1
18 174 804 360 956 3214 52 11 394 113 58 230 69 989 NA
25 199 942 377 1124 3308 31 17 349 72 58 261 56 1081 2
54 178 847 342 1013 3243 41 29 414 65 46 238 27 1080 1
24 138 904 319 1098 3161 26 26 408 100 54 321 51 1189 NA
93 160 924 309 996 3071 33 19 445 87 48 220 57 1127 1
48 161 889 340 1151 3305 27 27 402 61 51 245 69 1090 NA
35 203 899 333 1134 3261 28 30 354 54 52 225 51 1029 1
27 162 853 346 993 3241 25 17 426 54 48 250 64 1078 1
43 194 783 380 937 3195 21 15 350 68 85 225 63 918 2
32 193 825 305 1066 3168 47 42 440 97 64 250 39 1075 2
45 160 837 321 962 3151 25 20 400 59 54 250 51 1071 1
50 159 850 328 982 3078 49 22 369 50 71 222 66 1092 1
34 169 908 318 1107 3282 29 19 381 46 54 234 67 1000 1
56 128 816 345 971 3110 38 18 410 54 49 271 58 996 1
37 165 864 315 1055 3160 27 28 426 57 65 238 59 1143 1
40 162 916 351 1177 3289 38 34 382 79 50 219 44 1047 NA
47 179 871 329 1115 3297 27 12 367 93 55 242 55 1054 1
44 201 751 353 974 3292 36 27 409 71 53 297 66 1205 NA
51 148 933 349 1036 3185 38 17 401 116 67 212 58 995 NA
57 193 930 358 1141 3248 40 34 377 60 67 221 60 1082 NA
101 173 897 362 1130 3394 26 20 412 62 52 241 55 1033 NA
35 150 844 349 1017 3324 28 19 356 52 55 202 45 971 6
48 179 875 345 1126 3169 38 13 379 80 44 259 67 1065 1
34 172 831 332 1118 3251 25 17 370 54 65 263 51 1013 7
32 156 901 321 1014 3122 35 16 353 49 58 199 46 1019 2
44 142 752 348 1007 3089 40 40 408 100 61 277 61 1008 NA
30 152 896 289 1003 3272 53 20 404 77 43 231 59 1037 NA
49 190 808 338 1035 3357 61 19 427 86 59 182 60 1033 6
44 228 911 341 1060 3213 35 15 368 91 50 249 77 1055 1
72 180 935 381 1061 3066 42 29 388 66 69 249 44 1065 1
19 195 895 360 1069 3224 50 34 432 71 62 235 48 1017 NA
42 163 910 298 1185 3217 31 23 402 76 51 255 53 1040 3
53 168 863 366 1199 3323 28 30 369 124 59 240 50 960 2
