"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 181 0 0 1 NA 42 15 39 15 100 4.31
"2" "kukd" 330 0 0 1 NA 171 20 168 18 100 1.93
"3" "kuku" 1611 0 0 1 NA 865 51 867 51 100 1.86
"4" "pkd" 836 0 0 1 NA 337 29 338 25 100 2.48
"5" "pku" 1768 0 0 1 NA 1058 68 1060 79 100 1.67
"6" "pp" 16104 0 0 1 NA 3198 86 3195 79 100 5.04
"7" "tdkd" 40 0.32 NA 0.7 NA 36 11 35 10 100 1.11
"8" "tdku" 39 0.03 NA 0.97 NA 23 8 22 9 100 1.7
"9" "tdp" 885 0 0 1 NA 393 33 396 27 100 2.25
"10" "tdtd" 99 0.16 NA 0.84 NA 76 20 72 22 100 1.3
"11" "tukd" 57 0.59 NA 0.42 NA 59 10 59 10 100 0.97
"12" "tuku" 1 0.57 NA 0.78 NA 1 1 1 1 100 1
"13" "tup" 329 0 0 1 NA 240 25 238 24 100 1.37
"14" "tutd" 62 0.3 NA 0.73 NA 56 11 58 10 100 1.11
"15" "tutu" 1650 0 0 1 NA 1049 60 1042 57 100 1.57
