"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 41 17 39 19 100 4.54
"2" "kukd" 314 0 0 1 NA 152 19 150 17 100 2.07
"3" "kuku" 1399 0 0 1 NA 731 43 726 42 100 1.91
"4" "pkd" 734 0 0 1 NA 329 27 330 30 100 2.23
"5" "pku" 1514 0 0 1 NA 908 89 914 64 100 1.67
"6" "pp" 14281 0 0 1 NA 3160 77 3148 73 100 4.52
"7" "tdkd" 73 0.04 NA 0.96 NA 41 16 40 15 100 1.78
"8" "tdku" 46 0 0 1 NA 22 7 22 7 100 2.09
"9" "tdp" 861 0 0 1 NA 385 29 381 33 100 2.24
"10" "tdtd" 168 0.04 NA 0.96 NA 92 38 88 40 100 1.83
"11" "tukd" 63 0.52 NA 0.51 NA 63 11 63 12 100 1
"12" "tuku" 1 0.44 NA 0.82 NA 1 1 0 0 100 1
"13" "tup" 316 0.04 NA 0.96 NA 262 26 262 21 100 1.21
"14" "tutd" 61 0.56 NA 0.48 NA 62 14 62 10 100 0.98
"15" "tutu" 2400 0 0 1 NA 1552 66 1554 74 100 1.55
