"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 188 0 0 1 NA 47 18 45 16 2000 4
"2" "kukd" 350 0 0 1 NA 174 26 175 21 2000 2.01
"3" "kuku" 1567 0 0 1 NA 847 50 846 50 2000 1.85
"4" "pkd" 800 0 0 1 NA 375 29 375 27 2000 2.13
"5" "pku" 1701 0 0 1 NA 1051 75 1054 64 2000 1.62
"6" "pp" 15175 0 0 1 NA 3661 88 3660 89 2000 4.15
"7" "tdkd" 74 0.0595 NA 0.943 NA 47 16 45 15 2000 1.57
"8" "tdku" 52 0.00149999999999995 0.0224999999999992 0.999 NA 26 7 26 7 2000 2
"9" "tdp" 949 0 0 1 NA 459 31 459 30 2000 2.07
"10" "tdtd" 175 0.0610000000000001 NA 0.944 NA 112 35 107 34 2000 1.56
"11" "tukd" 75 0.5005 NA 0.541 NA 74 12 75 12 2000 1.01
"12" "tuku" 1 0.5235 NA 0.7905 NA 1 1 1 1 2000 1
"13" "tup" 375 0.00900000000000001 NA 0.992 NA 309 31 310 27 2000 1.21
"14" "tutd" 76 0.546 NA 0.4835 NA 77 14 77 12 2000 0.99
"15" "tutu" 2807 0 0 1 NA 1870 79 1868 80 2000 1.5
