"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"1" 31 176 798 339 942 3601 73 30 440 42 70 NA 335 92 1923
"2" 43 196 822 379 1091 3647 74 31 485 141 75 NA 303 79 1786
"3" 52 151 816 315 1073 3682 28 31 406 139 76 1 273 86 2002
"4" 44 83 831 319 1098 3796 36 22 448 189 86 3 312 102 1746
"5" 91 150 779 403 961 3659 60 24 479 178 71 3 284 63 1905
"6" 52 135 825 380 917 3545 46 20 439 89 71 2 293 55 1931
"7" 51 183 802 391 1024 3739 68 15 467 194 88 NA 321 80 1869
"8" 81 223 863 393 1077 3719 42 27 466 99 79 1 318 29 1915
"9" 55 158 884 372 1104 3647 38 21 454 92 83 NA 273 76 1794
"10" 31 167 871 357 1108 3616 40 44 429 108 73 NA 268 95 1771
"11" 49 108 886 381 1109 3757 24 22 465 86 77 NA 287 74 2047
"12" 40 138 746 351 1021 3675 80 30 491 70 94 NA 324 89 1975
"13" 50 163 875 331 973 3616 28 32 474 140 80 NA 319 79 1888
"14" 60 164 837 381 1082 3615 66 38 483 116 63 2 336 87 1750
"15" 23 155 794 391 971 3660 80 23 473 89 72 1 321 77 1850
"16" 63 179 800 353 1046 3792 32 31 416 65 70 1 306 90 1896
"17" 100 175 762 388 1021 3489 21 27 410 91 71 NA 328 59 1939
"18" 30 188 835 376 991 3573 54 18 467 76 83 NA 303 84 1979
"19" 80 250 834 399 991 3621 51 26 431 101 80 1 271 70 1886
"20" 76 193 851 375 1110 3754 30 27 429 98 73 4 341 111 1979
"21" 68 184 885 386 1029 3557 41 35 482 91 98 NA 324 84 1840
"22" 31 144 871 357 1040 3652 62 31 440 84 83 NA 352 76 1922
"23" 57 197 885 372 974 3678 51 29 459 74 76 7 339 103 1935
"24" 21 147 884 292 1101 3784 36 25 427 141 92 2 327 80 1863
"25" 74 188 865 323 1093 3855 50 18 454 120 96 NA 286 104 1915
"26" 46 195 826 378 1088 3640 40 29 410 101 100 NA 332 96 1926
"27" 33 150 846 381 1111 3790 45 22 437 168 87 3 302 77 1739
"28" 18 170 840 374 999 3645 49 33 418 92 94 NA 329 79 1807
"29" 50 206 968 371 1038 3697 29 18 422 59 63 1 327 80 1965
"30" 59 174 830 366 1036 3658 63 19 460 119 86 1 289 78 1853
"31" 48 177 854 395 1097 3632 46 18 420 124 82 NA 305 74 1797
"32" 75 201 940 400 1049 3653 29 41 447 155 64 1 275 75 1822
"33" 24 164 815 390 1042 3694 34 20 423 113 68 NA 303 79 1726
"34" 40 161 919 351 1150 3716 58 26 496 80 88 NA 277 63 1833
"35" 53 174 851 409 1072 3659 45 23 452 117 73 NA 305 91 1815
"36" 117 207 808 425 1135 3649 32 20 413 99 88 1 339 69 1741
"37" 42 162 818 377 1022 3623 67 30 428 89 95 2 343 88 1979
"38" 56 147 855 398 1078 3812 55 10 435 113 79 NA 320 100 1980
"39" 55 132 763 357 956 3527 34 34 426 93 65 2 314 87 1824
"40" 53 205 845 391 1098 3653 31 15 455 51 92 NA 285 68 1779
"41" 47 185 844 366 1043 3625 71 43 449 130 69 NA 316 72 1923
"42" 43 149 804 357 995 3421 55 30 425 145 74 NA 261 78 1781
"43" 41 191 817 366 1045 3692 41 23 456 83 89 NA 312 86 1971
"44" 38 174 908 395 1085 3621 26 29 412 105 76 1 349 66 1868
"45" 60 193 828 387 1032 3568 52 28 425 100 88 NA 284 64 1962
"46" 101 186 841 408 1006 3793 25 18 391 86 76 1 298 71 1989
"47" 39 172 802 388 1040 3718 41 20 537 191 56 1 266 64 1896
"48" 66 193 902 320 1107 3618 44 35 480 99 64 1 131 74 1740
"49" 53 176 898 453 1045 3660 50 17 495 127 84 NA 293 99 1770
"50" 85 89 762 402 998 3663 54 21 418 104 65 NA 315 81 1844
"51" 58 178 879 427 1103 3610 84 30 458 88 60 NA 341 74 1825
"52" 63 199 936 375 1100 3681 65 26 486 51 72 1 333 51 1810
"53" 55 175 877 329 1070 3682 40 22 434 92 74 1 271 70 1718
"54" 52 190 806 360 1014 3426 32 17 442 120 59 3 309 64 1850
"55" 55 223 851 402 986 3679 41 29 455 130 69 3 320 84 1848
"56" 31 171 825 423 1046 3757 55 29 486 139 75 NA 283 75 1880
"57" 34 168 833 363 1018 3653 50 25 450 148 94 4 264 75 1808
"58" 37 183 832 379 1121 3603 48 28 540 95 67 1 305 73 1838
"59" 32 183 877 355 998 3684 43 32 448 78 86 NA 297 78 1969
"60" 28 148 725 392 993 3641 55 31 487 172 76 4 331 93 1863
"61" 28 163 893 311 1118 3791 44 10 470 66 83 NA 301 71 1997
"62" 59 186 891 379 1118 3838 44 21 369 168 94 NA 263 97 1850
"63" 27 175 846 441 891 3625 77 28 458 170 80 NA 272 86 1821
"64" 35 171 828 388 1075 3681 66 22 487 159 76 NA 314 85 1862
"65" 79 193 916 399 1105 3580 77 37 525 87 76 1 300 68 1881
"66" 52 235 914 370 1162 3846 54 20 433 98 71 NA 321 71 1860
"67" 31 183 801 391 1040 3603 39 27 407 96 81 1 295 72 1838
"68" 50 202 780 347 1054 3534 49 18 451 102 64 4 310 70 1798
"69" 48 175 949 377 1152 3528 53 50 475 117 73 NA 345 75 1809
"70" 33 139 849 339 1062 3569 16 27 425 131 67 1 306 70 1810
"71" 35 88 911 424 1091 3771 49 25 431 95 80 1 324 83 1930
"72" 21 166 711 379 1089 3713 60 45 513 137 72 1 378 69 1749
"73" 24 167 833 364 1035 3572 35 17 382 51 94 2 302 78 1790
"74" 52 173 888 352 1088 3840 31 23 422 117 74 2 318 76 1837
"75" 31 174 821 391 996 3811 27 24 543 222 84 NA 288 109 1913
"76" 27 155 882 369 1161 3511 19 29 533 61 79 NA 335 100 1954
"77" 91 224 827 383 926 3663 43 30 467 119 87 1 309 93 1866
"78" 43 172 836 392 1057 3691 15 25 471 147 75 NA 329 74 1976
"79" 33 143 812 361 1002 3525 65 11 448 103 71 1 321 87 1928
"80" 70 222 785 428 1026 3673 53 26 480 121 66 3 327 96 1893
"81" 44 198 874 394 1177 3622 43 30 512 132 70 3 295 112 1944
"82" 36 155 885 393 1022 3699 56 25 470 91 82 5 362 70 1837
"83" 50 93 865 370 1100 3747 46 27 452 118 55 NA 309 101 1843
"84" 38 210 845 362 1049 3621 52 25 461 101 58 1 306 75 1827
"85" 49 163 880 376 980 3614 77 27 477 97 75 1 332 91 1931
"86" 44 173 816 363 1134 3821 38 27 471 152 76 1 296 65 1908
"87" 40 165 801 333 985 3658 51 28 493 124 68 1 328 70 1893
"88" 55 179 885 404 1091 3700 60 36 427 86 77 1 283 65 1798
"89" 90 198 846 413 1078 3579 35 15 429 170 93 1 341 95 1936
"90" 30 152 843 333 1065 3706 51 17 449 96 81 2 300 101 1817
"91" 12 213 860 340 971 3702 45 27 441 145 77 NA 352 73 1806
"92" 49 155 766 354 956 3619 51 27 472 92 80 NA 286 70 1825
"93" 35 209 831 417 1019 3686 33 25 417 56 75 1 297 65 1983
"94" 26 164 870 370 1140 3713 42 14 418 142 83 1 324 73 1827
"95" 42 191 742 399 1036 3632 39 20 466 60 74 NA 298 56 1820
"96" 36 129 791 355 1008 3764 56 19 417 131 63 2 291 76 1989
