"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 43 19 41 18 100 4.33
"2" "kukd" 314 0 0 1 NA 151 24 150 18 100 2.08
"3" "kuku" 1399 0 0 1 NA 733 45 737 48 100 1.91
"4" "pkd" 734 0 0 1 NA 326 29 322 30 100 2.25
"5" "pku" 1514 0 0 1 NA 898 58 888 58 100 1.69
"6" "pp" 14281 0 0 1 NA 3150 82 3150 77 100 4.53
"7" "tdkd" 73 0.02 NA 0.98 NA 39 15 38 13 100 1.87
"8" "tdku" 46 0 0 1 NA 21 6 21 6 100 2.19
"9" "tdp" 861 0 0 1 NA 383 25 386 24 100 2.25
"10" "tdtd" 168 0.02 NA 0.98 NA 94 34 90 23 100 1.79
"11" "tukd" 63 0.44 NA 0.61 NA 62 11 62 10 100 1.02
"12" "tuku" 1 0.44 NA 0.79 NA 1 1 0 0 100 1
"13" "tup" 316 0 0 1 NA 255 32 258 19 100 1.24
"14" "tutd" 61 0.54 NA 0.49 NA 61 12 62 10 100 1
"15" "tutu" 2400 0 0 1 NA 1544 60 1539 58 100 1.55
