"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 55 18 54 19 100 3.8
"2" "kukd" 414 0 0 1 NA 221 30 221 26 100 1.87
"3" "kuku" 1935 0 0 1 NA 1103 58 1098 48 100 1.75
"4" "pkd" 924 0 0 1 NA 468 30 470 30 100 1.97
"5" "pku" 2103 0 0 1 NA 1390 100 1402 72 100 1.51
"6" "pp" 17027 0 0 1 NA 4804 108 4806 107 100 3.54
"7" "tdkd" 84 0.05 NA 0.95 NA 58 18 56 18 100 1.45
"8" "tdku" 70 0 0 1 NA 36 9 36 9 100 1.94
"9" "tdp" 1111 0 0 1 NA 620 30 622 31 100 1.79
"10" "tdtd" 223 0.1 NA 0.9 NA 159 45 152 44 100 1.4
"11" "tukd" 102 0.3 NA 0.74 NA 95 14 94 12 100 1.07
"12" "tuku" 1 0.58 NA 0.68 NA 1 1 1 1 100 1
"13" "tup" 521 0.01 NA 0.99 NA 428 39 436 33 100 1.22
"14" "tutd" 110 0.58 NA 0.48 NA 110 17 111 16 100 1
"15" "tutu" 3800 0 0 1 NA 2664 98 2662 96 100 1.43
