"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 149 0 0 1 NA 32 15 29 15 100 4.66
"2" "kukd" 234 0 0 1 NA 104 16 105 15 100 2.25
"3" "kuku" 1009 0 0 1 NA 466 34 465 31 100 2.17
"4" "pkd" 566 0 0 1 NA 223 24 222 21 100 2.54
"5" "pku" 1103 0 0 1 NA 573 47 572 40 100 1.92
"6" "pp" 11934 0 0 1 NA 2058 62 2052 64 100 5.8
"7" "tdkd" 37 0.14 NA 0.89 NA 26 10 26 10 100 1.42
"8" "tdku" 30 0 0 1 NA 13 5 12 4 100 2.31
"9" "tdp" 668 0 0 1 NA 233 20 230 23 100 2.87
"10" "tdtd" 133 0 0 1 NA 48 22 45 19 100 2.77
"11" "tukd" 46 0.28 NA 0.75 NA 41 9 41 9 100 1.12
"12" "tuku" 0 1 NA 0.69 NA 0 1 0 0 100 NA
"13" "tup" 101 0.96 NA 0.04 NA 157 23 159 19 100 0.64
"14" "tutd" 44 0.16 NA 0.87 NA 36 8 36 7 100 1.22
"15" "tutu" 1600 0 0 1 NA 919 44 918 44 100 1.74
