"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 24 7 13 NA NA NA
"ku" "kd" 205 7 22 5 NA NA
"ku" "ku" 1180 13 15 12 NA 1
"p" "kd" 477 6 16 18 NA NA
"p" "ku" 1592 6 7 27 3 NA
"p" "p" 5494 3 16 123 3 4
"td" "kd" 53 NA 1 4 NA NA
"td" "ku" 40 NA NA NA NA NA
"td" "p" 651 NA NA 6 42 NA
"td" "td" 288 NA NA NA 13 1
"tu" "kd" 126 NA NA NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 468 NA 1 6 NA NA
"tu" "td" 123 NA NA 1 NA 6
"tu" "tu" 3075 1 NA 10 1 8
"kd" "kd" 40 6 37 NA NA NA
"ku" "kd" 212 6 27 7 2 NA
"ku" "ku" 1227 11 16 10 5 5
"p" "kd" 503 15 18 8 NA NA
"p" "ku" 1452 3 5 13 NA 2
"p" "p" 5202 5 7 85 2 5
"td" "kd" 50 NA 12 1 2 NA
"td" "ku" 39 NA NA NA 1 NA
"td" "p" 664 NA 6 1 36 2
"td" "td" 87 NA NA NA 30 19
"tu" "kd" 106 NA 1 7 NA NA
"tu" "p" 468 NA NA 6 NA 3
"tu" "td" 105 NA NA NA NA 14
"tu" "tu" 3094 1 NA 14 6 5
"kd" "kd" 35 39 25 24 NA NA
"ku" "kd" 218 7 28 3 NA NA
"ku" "ku" 1272 17 11 12 4 1
"p" "kd" 487 9 47 23 NA NA
"p" "ku" 1406 4 2 14 1 1
"p" "p" 5229 11 22 74 1 1
"td" "kd" 35 NA 1 NA 3 NA
"td" "ku" 49 NA NA 1 3 NA
"td" "p" 641 NA NA 6 35 NA
"td" "td" 166 NA NA 1 11 7
"tu" "kd" 95 NA 1 NA NA NA
"tu" "p" 569 1 NA 3 NA NA
"tu" "td" 104 NA NA NA NA 16
"tu" "tu" 3099 1 NA 10 5 7
"kd" "kd" 35 5 9 NA NA NA
"ku" "kd" 231 1 15 6 1 NA
"ku" "ku" 1212 8 17 16 1 1
"p" "kd" 487 1 12 13 NA NA
"p" "ku" 1440 4 5 13 1 3
"p" "p" 5118 2 7 107 5 3
"td" "kd" 76 NA NA 1 5 NA
"td" "ku" 36 NA NA NA 2 NA
"td" "p" 652 NA 1 5 32 1
"td" "td" 169 NA NA NA 4 NA
"tu" "kd" 111 NA NA NA NA NA
