"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 63 18 62 18 100 3.4
"2" "kukd" 438 0 0 1 NA 241 32 244 23 100 1.82
"3" "kuku" 2103 0 0 1 NA 1255 67 1251 74 100 1.68
"4" "pkd" 981 0 0 1 NA 524 31 524 26 100 1.87
"5" "pku" 2297 0 0 1 NA 1576 86 1573 82 100 1.46
"6" "pp" 18008 0 0 1 NA 5448 117 5432 107 100 3.31
"7" "tdkd" 88 0.08 NA 0.92 NA 64 18 63 16 100 1.38
"8" "tdku" 76 0 0 1 NA 40 11 39 10 100 1.9
"9" "tdp" 1205 0 0 1 NA 690 31 687 27 100 1.75
"10" "tdtd" 231 0.12 NA 0.88 NA 185 42 182 44 100 1.25
"11" "tukd" 111 0.46 NA 0.56 NA 108 14 108 13 100 1.03
"12" "tuku" 1 0.7 NA 0.6 NA 2 2 1 1 100 0.5
"13" "tup" 583 0.01 NA 0.99 NA 500 33 499 34 100 1.17
"14" "tutd" 123 0.56 NA 0.45 NA 125 18 124 21 100 0.98
"15" "tutu" 4391 0 0 1 NA 3158 111 3152 107 100 1.39
