"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 54 17 52 15 100 3.87
"2" "kukd" 421 0 0 1 NA 217 38 223 27 100 1.94
"3" "kuku" 1995 0 0 1 NA 1156 58 1166 59 100 1.73
"4" "pkd" 944 0 0 1 NA 487 27 486 21 100 1.94
"5" "pku" 2181 0 0 1 NA 1457 77 1444 61 100 1.5
"6" "pp" 17339 0 0 1 NA 5057 108 5050 113 100 3.43
"7" "tdkd" 84 0.09 NA 0.93 NA 63 17 62 14 100 1.33
"8" "tdku" 71 0 0 1 NA 36 11 36 10 100 1.97
"9" "tdp" 1154 0 0 1 NA 650 34 650 36 100 1.78
"10" "tdtd" 225 0.2 NA 0.8 NA 182 46 180 41 100 1.24
"11" "tukd" 103 0.43 NA 0.58 NA 103 13 101 13 100 1
"12" "tuku" 1 0.56 NA 0.73 NA 1 1 1 1 100 1
"13" "tup" 547 0.01 NA 0.99 NA 450 39 448 30 100 1.22
"14" "tutd" 114 0.58 NA 0.46 NA 114 19 117 16 100 1
"15" "tutu" 3978 0 0 1 NA 2835 100 2834 119 100 1.4
