"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 17 10 14 10 100 8
"2" "kukd" 159 0 0 1 NA 55 12 55 10 100 2.89
"3" "kuku" 677 0 0 1 NA 244 19 243 18 100 2.77
"4" "pkd" 345 0 0 1 NA 117 14 116 13 100 2.95
"5" "pku" 742 0 0 1 NA 302 31 301 35 100 2.46
"6" "pp" 9190 0 0 1 NA 1113 39 1114 39 100 8.26
"7" "tdkd" 27 0.0600000000000001 NA 0.95 NA 12 8 10 5 100 2.25
"8" "tdku" 23 0 0 1 NA 6 3 6 3 100 3.83
"9" "tdp" 538 0 0 1 NA 113 14 111 13 100 4.76
"10" "tdtd" 100 0 0 1 NA 20 14 17 10 100 5
"11" "tukd" 23 0.34 NA 0.7 NA 20 5 20 6 100 1.15
"12" "tuku" 0 1 NA 0.8 NA 0 1 0 0 100 NA
"13" "tup" 107 0.02 NA 0.99 NA 79 13 80 11 100 1.35
"14" "tutd" 22 0.14 NA 0.89 NA 16 5 16 4 100 1.38
"15" "tutu" 915 0 0 1 NA 452 32 456 31 100 2.02
