"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 39 16 37 15 100 4.77
"2" "kukd" 314 0 0 1 NA 151 23 152 21 100 2.08
"3" "kuku" 1399 0 0 1 NA 736 45 737 42 100 1.9
"4" "pkd" 734 0 0 1 NA 324 24 322 22 100 2.27
"5" "pku" 1514 0 0 1 NA 910 61 910 50 100 1.66
"6" "pp" 14281 0 0 1 NA 3164 78 3165 77 100 4.51
"7" "tdkd" 73 0.02 NA 0.98 NA 44 14 42 16 100 1.66
"8" "tdku" 46 0 0 1 NA 22 6 23 7 100 2.09
"9" "tdp" 861 0 0 1 NA 388 29 388 32 100 2.22
"10" "tdtd" 168 0.05 NA 0.96 NA 95 37 91 33 100 1.77
"11" "tukd" 63 0.54 NA 0.5 NA 63 11 64 11 100 1
"12" "tuku" 1 0.49 NA 0.77 NA 1 1 0 0 100 1
"13" "tup" 316 0.01 NA 0.99 NA 259 26 259 25 100 1.22
"14" "tutd" 61 0.46 NA 0.61 NA 60 13 60 10 100 1.02
"15" "tutu" 2400 0 0 1 NA 1562 72 1562 61 100 1.54
