"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 51 24 48 NA NA NA
"ku" "kd" 259 11 30 11 NA NA
"ku" "ku" 1265 12 13 22 3 1
"p" "kd" 501 14 25 12 1 NA
"p" "ku" 1576 6 2 21 1 3
"p" "p" 5268 7 17 171 3 5
"td" "kd" 49 NA 10 1 1 NA
"td" "ku" 45 NA 1 NA 2 1
"td" "p" 660 NA 6 3 24 NA
"td" "td" 122 NA NA NA 15 NA
"tu" "kd" 93 2 5 3 NA NA
"tu" "p" 482 1 1 6 NA NA
"tu" "td" 109 NA NA NA NA 9
"tu" "tu" 3007 NA NA 8 4 3
"kd" "kd" 37 6 10 2 NA NA
"ku" "kd" 224 2 28 7 NA NA
"ku" "ku" 1284 13 19 12 NA NA
"p" "kd" 499 5 28 16 NA NA
"p" "ku" 1563 3 9 21 4 3
"p" "p" 5328 2 23 159 7 1
"td" "kd" 71 NA 6 NA 4 NA
"td" "ku" 27 NA 1 NA 3 NA
"td" "p" 652 NA 3 11 51 NA
"td" "td" 182 NA NA NA 57 1
"tu" "kd" 117 NA 9 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 424 NA 5 6 1 NA
"tu" "td" 160 NA NA NA 1 14
"tu" "tu" 3069 NA NA 9 7 3
"kd" "kd" 40 19 25 NA NA NA
"ku" "kd" 237 11 31 5 NA NA
"ku" "ku" 1128 23 12 13 1 NA
"p" "kd" 505 8 40 18 NA NA
"p" "ku" 1493 5 6 19 1 1
"p" "p" 5499 5 13 138 3 2
"td" "kd" 102 NA NA NA NA NA
"td" "ku" 47 NA NA 2 3 NA
"td" "p" 659 NA NA 7 24 NA
"td" "td" 186 NA NA NA NA NA
"tu" "kd" 97 1 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 461 NA NA 6 1 3
"tu" "td" 122 NA NA NA NA 11
"tu" "tu" 3069 NA NA 7 4 6
"kd" "kd" 26 6 79 4 NA NA
"ku" "kd" 200 3 38 3 NA NA
"ku" "ku" 1338 12 15 17 2 3
"p" "kd" 475 25 32 4 NA NA
"p" "ku" 1570 9 3 26 NA 4
"p" "p" 5373 6 13 96 3 NA
"td" "kd" 55 NA 1 NA 1 NA
"td" "ku" 29 NA NA NA 3 NA
"td" "p" 612 NA 1 6 28 2
"td" "td" 176 NA NA NA 1 7
"tu" "kd" 96 NA 3 3 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 538 NA 1 5 1 NA
"tu" "td" 93 1 NA NA NA 4
"tu" "tu" 3150 NA 1 9 1 6
"kd" "kd" 71 30 17 NA NA NA
"ku" "kd" 225 14 29 8 NA NA
"ku" "ku" 1148 6 8 11 NA 1
"p" "kd" 518 7 29 14 NA NA
"p" "ku" 1505 5 5 19 2 NA
"p" "p" 5419 5 8 134 3 3
"td" "kd" 45 NA 1 1 NA NA
"td" "ku" 31 NA NA NA 1 NA
"td" "p" 694 NA NA 6 28 NA
"td" "td" 177 NA NA NA 10 28
"tu" "kd" 109 1 4 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 542 NA 5 5 NA NA
"tu" "td" 127 NA NA NA NA 10
"tu" "tu" 3157 NA NA 16 1 6
"kd" "kd" 30 20 30 20 NA NA
"ku" "kd" 172 5 26 7 NA NA
"ku" "ku" 1249 5 15 12 1 NA
"p" "kd" 467 12 26 31 NA NA
"p" "ku" 1741 11 8 20 NA 1
"p" "p" 5468 9 12 111 6 4
"td" "kd" 53 NA 5 NA 2 NA
"td" "ku" 34 NA NA NA 5 NA
"td" "p" 666 NA 1 2 42 NA
"td" "td" 164 NA NA NA 12 6
"tu" "kd" 114 1 1 3 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 454 NA NA 1 NA NA
"tu" "td" 124 1 NA NA NA 13
"tu" "tu" 2965 NA 2 13 4 NA
"kd" "kd" 53 4 5 NA NA NA
"ku" "kd" 202 2 14 1 NA NA
"ku" "ku" 1274 2 13 8 5 1
"p" "kd" 467 2 16 9 NA NA
"p" "ku" 1556 4 5 15 1 2
"p" "p" 5227 3 6 104 3 NA
"td" "kd" 78 NA 1 NA 1 NA
"td" "ku" 44 NA NA NA 7 2
"td" "p" 663 NA 1 1 52 NA
"td" "td" 147 NA NA NA 16 3
