"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
12 13 12 82 18 125 24 7 85 20 9 0 17 16 9
23 19 10 96 20 138 16 3 39 23 8 0 14 6 12
11 12 10 70 21 129 17 7 91 21 6 0 8 12 9
12 7 9 83 9 125 16 6 81 29 5 0 17 5 10
17 7 11 80 11 115 31 10 80 36 9 NA 17 9 10
12 15 12 73 9 127 32 8 83 38 8 NA 15 13 8
8 8 12 89 17 133 29 7 38 25 9 0 15 11 9
11 16 11 97 21 125 24 7 79 21 10 0 9 12 12
16 10 11 75 10 108 21 8 105 42 8 NA 15 8 10
10 16 11 89 20 123 23 9 80 30 11 0 16 11 10
15 17 10 86 20 125 13 6 83 16 5 NA 9 5 9
14 6 11 82 20 130 16 8 79 24 11 0 13 9 11
18 13 11 77 21 126 20 5 98 36 9 NA 17 11 10
12 7 11 80 18 103 27 9 83 33 12 0 18 4 9
6 20 12 96 19 124 22 8 80 39 5 0 15 5 10
10 8 10 63 21 127 30 6 80 23 5 NA 8 7 10
9 14 11 86 20 128 11 9 83 17 8 0 14 3 11
9 8 11 75 21 121 16 4 79 28 11 0 16 11 10
11 15 10 77 19 129 18 7 84 23 8 0 9 11 8
15 15 12 86 19 123 7 7 82 33 8 0 18 13 10
11 17 10 85 19 124 21 5 99 27 7 NA 15 6 9
9 8 11 72 18 127 38 9 84 31 4 0 16 6 10
16 11 11 79 10 128 14 9 83 30 8 0 17 11 10
7 15 9 86 10 120 19 5 75 37 7 0 17 10 10
5 13 11 81 21 128 30 7 85 38 9 0 17 9 9
11 8 10 94 19 130 23 5 72 38 9 NA 17 11 10
18 16 10 88 19 124 12 8 74 31 7 0 15 11 12
6 14 11 90 22 131 22 4 77 36 11 NA 19 11 11
7 16 12 85 12 123 23 5 94 33 7 0 19 9 11
12 17 10 42 15 123 15 7 92 18 5 0 15 13 12
12 6 12 72 19 112 21 7 91 40 10 0 12 9 10
9 9 10 79 21 127 39 9 82 36 13 NA 16 11 10
9 8 10 74 18 113 19 4 39 35 7 0 11 5 10
19 18 10 83 19 127 29 9 90 18 8 NA 16 8 9
11 8 10 79 19 130 16 7 85 31 11 NA 17 10 11
16 15 11 91 9 130 7 7 91 34 6 0 7 13 10
15 16 9 85 9 118 21 8 90 25 14 0 19 9 11
14 15 10 66 19 128 23 7 77 22 5 NA 15 7 9
9 19 11 84 19 119 26 4 87 43 8 0 15 9 9
20 15 10 83 17 137 13 8 80 33 10 0 14 13 9
14 15 10 79 19 124 22 8 78 35 11 0 20 9 11
8 18 8 87 18 124 39 4 95 19 4 0 16 4 10
8 15 12 86 19 122 18 8 80 35 4 0 18 12 10
10 14 10 85 10 133 20 10 82 24 7 0 13 11 11
12 14 10 85 21 116 12 9 78 15 9 0 17 4 9
9 14 10 66 22 115 21 8 87 26 10 0 18 9 10
13 13 11 78 22 121 8 4 34 18 10 0 16 10 11
8 14 11 79 21 123 17 7 76 26 11 NA 17 9 9
13 16 10 41 17 119 18 10 96 30 8 NA 15 5 10
17 14 10 78 19 126 23 3 86 41 4 0 18 9 9
13 15 11 64 10 130 19 9 87 34 9 0 17 5 9
10 7 12 71 11 123 24 6 87 34 9 0 16 5 9
15 9 11 69 18 115 21 7 86 35 10 0 17 9 11
14 15 10 81 10 134 25 9 77 19 3 NA 17 12 9
10 13 10 66 8 122 21 4 88 33 12 NA 21 9 10
17 17 10 93 18 123 25 9 90 28 9 NA 14 11 10
8 15 10 76 16 118 31 3 88 33 6 NA 17 9 10
14 18 9 65 17 111 22 4 94 27 9 0 15 11 10
9 15 12 74 10 129 26 10 42 35 4 0 12 13 10
16 12 9 66 20 126 17 3 80 19 10 NA 15 13 10
16 19 12 73 19 130 21 4 78 26 7 0 17 11 9
8 19 13 69 18 125 29 6 96 34 10 0 17 15 10
13 8 10 77 18 116 19 5 87 27 11 NA 17 9 11
16 17 10 80 19 132 13 7 92 20 7 0 19 6 11
13 15 10 75 21 111 28 3 80 17 7 0 16 8 10
9 8 10 84 21 118 10 7 92 18 4 0 8 9 10
14 12 9 71 15 119 30 3 90 27 11 NA 17 13 10
19 8 11 92 10 117 25 6 80 25 7 NA 16 6 9
6 14 10 64 20 109 30 3 96 18 7 0 15 13 10
3 12 10 92 18 119 17 5 70 37 8 0 15 12 10
9 14 11 75 20 134 22 6 95 24 12 0 13 8 12
12 15 10 83 8 117 13 9 64 37 6 0 14 12 10
13 13 11 83 9 122 19 6 78 22 6 0 15 11 10
11 7 10 84 19 118 18 7 72 36 10 NA 8 10 11
11 16 11 66 18 117 28 11 97 21 5 0 16 7 10
7 15 9 80 22 121 21 6 96 33 10 0 15 5 10
16 7 10 97 19 114 30 7 40 18 8 NA 16 3 10
11 17 12 79 11 124 24 9 93 31 7 0 9 12 11
16 15 11 75 21 128 24 7 80 34 12 0 19 13 10
7 11 10 71 19 121 19 4 81 45 7 0 17 9 10
8 20 10 71 18 121 32 9 75 21 6 NA 14 5 11
8 15 11 82 10 128 26 7 85 27 10 0 16 14 10
21 7 11 91 20 123 19 2 65 30 9 0 16 11 9
8 12 10 78 9 117 19 2 67 25 4 0 9 12 11
7 16 11 75 18 118 23 5 87 38 9 0 14 13 10
7 8 10 78 10 113 25 7 93 28 10 0 13 6 10
14 8 10 82 19 117 30 9 79 21 9 NA 7 13 8
18 19 11 73 19 124 33 6 89 36 8 0 8 8 10
11 7 11 79 21 130 32 7 83 26 11 NA 18 6 10
4 13 11 43 18 122 22 9 84 45 11 0 16 6 11
12 16 10 78 20 123 22 10 78 32 8 0 15 15 10
9 17 11 83 22 119 36 6 71 21 15 0 15 9 11
10 12 11 41 10 115 31 8 95 37 4 0 7 10 9
11 16 10 73 19 119 15 7 85 35 10 0 14 4 13
14 16 11 86 21 113 21 3 82 30 10 0 9 9 12
10 16 10 77 17 127 16 9 80 30 11 0 9 7 9
15 19 11 75 19 123 25 11 85 37 5 0 16 7 11
15 17 11 101 19 133 24 7 89 23 9 0 17 14 9
16 16 12 72 19 123 17 7 90 19 8 0 16 4 11
8 13 9 76 20 118 21 7 100 40 8 0 16 10 9
