"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 37 0 0 1 NA 12 4 11 4 100 3.08
"2" "kukd" 21 0 0 1 NA 13 4 14 4 100 1.62
"3" "kuku" 12 0.14 NA 0.99 NA 11 1 10 1 100 1.09
"4" "pkd" 128 0 0 1 NA 78 11 79 9 100 1.64
"5" "pku" 12 0.78 NA 0.23 NA 17 4 19 2 100 0.71
"6" "pp" 193 0 0 1 NA 123 7 123 7 100 1.57
"7" "tdkd" 28 0.22 NA 0.8 NA 22 7 22 7 100 1.27
"8" "tdku" 10 0.07 NA 0.98 NA 7 2 7 3 100 1.43
"9" "tdp" 100 0.02 NA 0.99 NA 82 13 83 7 100 1.22
"10" "tdtd" 34 0.34 NA 0.71 NA 29 7 30 9 100 1.17
"11" "tukd" 8 0.64 NA 0.52 NA 8 2 8 3 100 1
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 19 0.07 NA 0.98 NA 15 3 16 1 100 1.27
"14" "tutd" 4 0.98 NA 0.07 NA 9 3 9 3 100 0.44
"15" "tutu" 11 0.27 NA 0.93 NA 10 1 10 1 100 1.1
