"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 9 0.32 NA 0.78 NA 8 3 7 3 100 1.12
"2" "kukd" 155 0 0 1 NA 72 15 72 14 100 2.15
"3" "kuku" 932 0 0 1 NA 447 37 448 38 100 2.09
"4" "pkd" 109 0.6 NA 0.43 NA 112 12 112 13 100 0.97
"5" "pku" 1195 0 0 1 NA 500 43 498 41 100 2.39
"6" "pp" 1478 0 0 1 NA 924 37 920 31 100 1.6
"7" "tdkd" 20 0.02 NA 1 NA 10 4 10 4 100 2
"8" "tdku" 30 0 0 1 NA 12 5 12 5 100 2.5
"9" "tdp" 145 0.01 NA 0.99 NA 110 13 109 11 100 1.32
"10" "tdtd" 11 0.51 NA 0.59 NA 11 3 11 3 100 1
"11" "tukd" 35 0.18 NA 0.87 NA 27 7 27 7 100 1.3
"12" "tuku" 1 0.42 NA 0.91 NA 1 1 0 0 100 1
"13" "tup" 146 0 0 1 NA 106 15 107 12 100 1.38
"14" "tutd" 12 0.98 NA 0.02 NA 27 8 27 9 100 0.44
"15" "tutu" 770 0.13 NA 0.87 NA 723 42 728 39 100 1.07
