"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.0600000000000001 NA 0.96 NA 24 5 25 6 50 1.38
"2" "kukd" 305 0 0 1 NA 193 29 197 14 50 1.58
"3" "kuku" 1719 0 0 1 NA 1128 69 1124 47 50 1.52
"4" "pkd" 538 0 0 1 NA 408 22 408 21 50 1.32
"5" "pku" 2067 0 0 1 NA 1514 140 1522 91 50 1.37
"6" "pp" 6202 0 0 1 NA 4770 82 4774 62 50 1.3
"7" "tdkd" 35 0.34 NA 0.74 NA 31 8 32 8 50 1.13
"8" "tdku" 52 0.04 NA 0.98 NA 34 10 34 7 50 1.53
"9" "tdp" 545 0.26 NA 0.78 NA 523 25 524 30 50 1.04
"10" "tdtd" 44 0.58 NA 0.48 NA 45 6 45 7 50 0.98
"11" "tukd" 102 0.56 NA 0.46 NA 104 14 104 15 50 0.98
"12" "tuku" 1 0.56 NA 0.7 NA 1 1 1 1 50 1
"13" "tup" 541 0.02 NA 0.98 NA 493 25 492 24 50 1.1
"14" "tutd" 114 0.7 NA 0.3 NA 124 18 125 18 50 0.92
"15" "tutu" 4146 0 0 1 NA 3029 109 3008 113 50 1.37
