"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 15 0.08 NA 0.97 NA 10 3 9 3 100 1.5
"2" "kukd" 104 0 0 1 NA 70 11 70 10 100 1.49
"3" "kuku" 613 0 0 1 NA 393 32 390 34 100 1.56
"4" "pkd" 187 0 0 1 NA 127 15 128 13 100 1.47
"5" "pku" 722 0 0 1 NA 497 47 498 39 100 1.45
"6" "pp" 1764 0 0 1 NA 1378 49 1378 56 100 1.28
"7" "tdkd" 16 0.6 NA 0.48 NA 16 5 17 6 100 1
"8" "tdku" 39 0.01 NA 1 NA 20 7 21 7 100 1.95
"9" "tdp" 298 0.04 NA 0.96 NA 252 35 258 21 100 1.18
"10" "tdtd" 21 0.91 NA 0.14 NA 27 5 27 4 100 0.78
"11" "tukd" 26 0.63 NA 0.48 NA 27 6 27 6 100 0.96
"12" "tuku" 0 1 NA 0.7 NA 0 1 0 0 100 NA
"13" "tup" 177 0.0600000000000001 NA 0.94 NA 136 26 136 18 100 1.3
"14" "tutd" 62 0.34 NA 0.68 NA 57 14 58 14 100 1.09
"15" "tutu" 1075 0 0 1 NA 777 56 774 54 100 1.38
