"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
13 65 414 111 463 1354 6 21 270 22 31 1 154 62 841
9 60 367 100 450 1358 8 33 233 29 18 0 183 39 737
3 72 395 127 451 1341 17 25 255 30 11 1 132 58 796
11 62 374 138 496 1424 12 24 266 38 31 NA 153 56 747
15 81 353 137 445 1394 17 18 284 29 32 0 140 66 789
11 70 349 131 524 1303 19 24 255 25 20 1 142 62 824
10 41 361 128 439 1421 17 13 127 26 44 NA 116 47 776
10 75 365 141 480 1417 16 23 255 22 23 1 156 66 725
9 49 373 118 491 1375 9 31 301 34 19 0 141 58 803
8 82 469 116 502 1369 13 17 258 33 27 2 154 71 842
8 61 396 134 523 1289 15 11 258 19 12 NA 127 58 779
12 83 371 112 472 1472 18 10 257 27 27 1 131 65 703
11 53 413 116 481 1367 21 21 238 27 26 NA 149 24 712
3 64 422 133 480 1364 8 18 244 28 34 NA 130 61 745
8 62 372 106 472 1343 25 21 223 21 14 0 133 47 757
11 63 433 148 510 1454 4 10 221 32 18 1 126 84 736
9 67 398 107 419 1262 22 25 117 30 21 NA 103 43 783
6 58 395 132 485 1367 21 33 295 24 29 0 137 58 751
10 65 372 125 425 1318 8 16 126 29 26 NA 118 76 732
13 70 360 126 496 1335 19 13 266 26 35 0 129 22 759
8 77 408 119 531 1473 23 28 256 35 25 1 101 50 730
4 70 422 109 478 1392 11 12 263 27 27 0 176 46 804
7 67 408 139 544 1406 31 15 277 30 30 NA 74 46 682
14 71 380 142 455 1388 9 18 263 24 26 NA 142 22 839
10 72 372 141 522 1433 9 17 251 28 19 NA 132 55 817
5 79 422 136 559 1379 19 17 255 26 27 0 125 49 750
7 57 359 123 510 1390 16 17 279 33 43 0 192 44 789
9 70 374 129 458 1377 9 27 266 23 28 0 66 43 685
8 62 397 116 485 1377 17 12 245 18 27 4 107 74 780
10 74 365 143 459 1442 9 25 302 26 22 2 140 41 728
13 72 384 131 557 1379 8 24 273 26 30 1 106 59 707
12 84 392 132 503 1258 22 13 244 26 27 NA 119 40 832
8 81 427 153 530 1429 20 25 266 18 15 2 139 68 683
15 86 383 116 491 1357 17 26 242 16 26 0 146 53 760
9 71 342 120 415 1376 16 16 300 21 19 1 140 63 820
15 98 384 128 503 1429 18 19 227 26 23 0 131 40 783
6 60 392 135 503 1337 9 38 272 32 27 3 153 57 796
12 64 403 65 505 1353 21 25 247 23 41 NA 141 36 791
6 81 374 122 536 1364 23 20 225 15 30 0 137 78 772
13 57 405 145 574 1431 17 17 249 29 26 0 141 57 800
8 70 432 131 534 1374 7 21 233 22 32 0 137 56 695
15 77 361 138 542 1427 15 28 253 30 22 0 148 27 705
7 78 390 115 454 1329 18 12 248 29 33 NA 123 86 738
9 87 414 137 552 1452 6 27 276 28 25 NA 119 51 756
11 78 418 144 458 1350 21 14 286 29 36 0 154 43 851
14 68 467 124 588 1429 16 28 259 27 31 0 150 58 769
7 78 358 120 470 1342 16 15 212 17 35 1 135 47 755
11 69 380 115 523 1353 19 24 274 25 22 NA 131 71 681
15 74 380 117 544 1416 19 27 251 31 26 NA 148 45 651
14 66 351 142 496 1449 7 21 245 25 27 1 132 58 827
6 73 390 114 470 1261 20 28 265 27 30 0 132 58 821
7 73 444 136 569 1331 9 23 279 27 30 NA 141 46 757
7 62 338 121 457 1399 15 31 265 36 29 0 124 41 898
8 74 453 122 490 1372 19 30 275 24 29 0 65 64 878
8 66 344 145 439 1335 13 21 230 28 31 0 156 39 749
8 58 413 125 531 1344 15 11 259 28 35 NA 135 55 791
12 78 432 141 504 1430 21 21 274 24 21 1 123 73 858
7 70 378 131 499 1328 15 18 249 22 35 NA 161 57 790
11 73 406 153 474 1317 8 11 273 33 22 0 140 73 682
12 68 396 134 482 1399 18 10 253 26 29 0 125 51 730
10 65 342 118 274 1430 18 14 291 22 24 NA 130 61 762
12 87 391 143 503 1346 21 21 245 22 25 0 173 57 777
9 63 382 59 519 1378 19 31 278 28 26 1 154 75 809
10 62 439 124 547 1348 14 28 243 23 25 1 134 68 746
6 54 373 129 510 1351 21 32 312 36 30 0 140 74 735
10 88 382 125 487 1396 12 17 235 30 19 NA 141 73 963
