"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 37 0 0 1 NA 12 4 11 4 100 3.08
"2" "kukd" 21 0.11 NA 0.99 NA 16 4 17 3 100 1.31
"3" "kuku" 16 0.35 NA 0.82 NA 15 2 15 1 100 1.07
"4" "pkd" 100 0 0 1 NA 68 12 71 7 100 1.47
"5" "pku" 31 0.05 NA 0.99 NA 24 6 26 3 100 1.29
"6" "pp" 227 0 0 1 NA 164 7 163 6 100 1.38
"7" "tdkd" 12 0.5 NA 0.56 NA 12 4 12 4 100 1
"8" "tdku" 5 0.28 NA 0.88 NA 4 2 3 1 100 1.25
"9" "tdp" 93 0.03 NA 0.99 NA 77 10 78 7 100 1.21
"10" "tdtd" 22 0.38 NA 0.69 NA 20 6 20 6 100 1.1
"11" "tukd" 16 0.81 NA 0.19 NA 20 5 21 3 100 0.8
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 44 0.02 NA 0.99 NA 35 7 36 4 100 1.26
"14" "tutd" 8 1 NA 0 0 21 4 22 3 100 0.38
"15" "tutu" 30 0.03 NA 1 NA 26 2 26 1 100 1.15
