"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.04 NA 0.96 NA 23 5 22 4 50 1.43
"2" "kukd" 305 0 0 1 NA 206 19 204 18 50 1.48
"3" "kuku" 1719 0 0 1 NA 1151 55 1136 56 50 1.49
"4" "pkd" 538 0 0 1 NA 413 23 413 19 50 1.3
"5" "pku" 2067 0 0 1 NA 1554 71 1550 76 50 1.33
"6" "pp" 6202 0 0 1 NA 4777 88 4796 82 50 1.3
"7" "tdkd" 35 0.32 NA 0.7 NA 30 8 30 8 50 1.17
"8" "tdku" 52 0.0600000000000001 NA 0.94 NA 38 9 37 10 50 1.37
"9" "tdp" 545 0.22 NA 0.78 NA 521 26 519 24 50 1.05
"10" "tdtd" 44 0.64 NA 0.42 NA 46 7 47 7 50 0.96
"11" "tukd" 102 0.56 NA 0.46 NA 102 13 103 13 50 1
"12" "tuku" 1 0.72 NA 0.58 NA 2 2 1 1 50 0.5
"13" "tup" 541 0.16 NA 0.86 NA 499 35 499 34 50 1.08
"14" "tutd" 114 0.66 NA 0.36 NA 120 20 118 17 50 0.95
"15" "tutu" 4146 0 0 1 NA 3028 104 3020 100 50 1.37
