"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 59 19 58 18 100 3.63
"2" "kukd" 432 0 0 1 NA 232 22 235 21 100 1.86
"3" "kuku" 2049 0 0 1 NA 1202 57 1202 60 100 1.7
"4" "pkd" 963 0 0 1 NA 504 43 504 35 100 1.91
"5" "pku" 2240 0 0 1 NA 1526 84 1515 70 100 1.47
"6" "pp" 17671 0 0 1 NA 5259 111 5263 93 100 3.36
"7" "tdkd" 87 0.09 NA 0.91 NA 64 16 62 16 100 1.36
"8" "tdku" 72 0 0 1 NA 38 11 38 10 100 1.89
"9" "tdp" 1179 0 0 1 NA 670 35 668 33 100 1.76
"10" "tdtd" 229 0.24 NA 0.77 NA 192 51 190 56 100 1.19
"11" "tukd" 107 0.5 NA 0.52 NA 105 15 106 14 100 1.02
"12" "tuku" 1 0.63 NA 0.58 NA 2 2 1 1 100 0.5
"13" "tup" 566 0.01 NA 0.99 NA 476 35 478 33 100 1.19
"14" "tutd" 120 0.5 NA 0.54 NA 121 19 120 17 100 0.99
"15" "tutu" 4171 0 0 1 NA 3001 107 2993 101 100 1.39
