"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 18 10 17 9 100 7.56
"2" "kukd" 159 0 0 1 NA 56 13 55 12 100 2.84
"3" "kuku" 677 0 0 1 NA 242 20 242 22 100 2.8
"4" "pkd" 345 0 0 1 NA 115 16 114 14 100 3
"5" "pku" 742 0 0 1 NA 298 34 303 32 100 2.49
"6" "pp" 9190 0 0 1 NA 1102 40 1096 41 100 8.34
"7" "tdkd" 27 0.05 NA 0.96 NA 12 9 11 7 100 2.25
"8" "tdku" 23 0 0 1 NA 6 3 6 3 100 3.83
"9" "tdp" 538 0 0 1 NA 114 14 114 13 100 4.72
"10" "tdtd" 100 0 0 1 NA 23 17 19 15 100 4.35
"11" "tukd" 23 0.37 NA 0.7 NA 20 6 20 6 100 1.15
"12" "tuku" 0 1 NA 0.82 NA 0 1 0 0 100 NA
"13" "tup" 107 0.01 NA 1 NA 79 13 79 12 100 1.35
"14" "tutd" 22 0.22 NA 0.83 NA 17 5 18 6 100 1.29
"15" "tutu" 915 0 0 1 NA 456 27 456 28 100 2.01
