"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 15 0.0600000000000001 NA 0.95 NA 10 3 10 3 100 1.5
"2" "kukd" 104 0 0 1 NA 71 12 72 11 100 1.46
"3" "kuku" 613 0 0 1 NA 404 35 401 34 100 1.52
"4" "pkd" 187 0 0 1 NA 126 18 128 11 100 1.48
"5" "pku" 722 0 0 1 NA 503 41 496 33 100 1.44
"6" "pp" 1764 0 0 1 NA 1371 43 1378 39 100 1.29
"7" "tdkd" 16 0.52 NA 0.55 NA 15 4 16 4 100 1.07
"8" "tdku" 39 0.01 NA 1 NA 21 8 20 9 100 1.86
"9" "tdp" 298 0.03 NA 0.98 NA 255 29 256 17 100 1.17
"10" "tdtd" 21 0.87 NA 0.18 NA 26 5 25 4 100 0.81
"11" "tukd" 26 0.73 NA 0.32 NA 29 7 29 6 100 0.9
"12" "tuku" 0 1 NA 0.77 NA 0 1 0 0 100 NA
"13" "tup" 177 0.09 NA 0.91 NA 146 20 146 19 100 1.21
"14" "tutd" 62 0.31 NA 0.7 NA 57 13 57 12 100 1.09
"15" "tutu" 1075 0 0 1 NA 775 52 774 47 100 1.39
