"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
118 307 1323 642 1445 10721 25 49 653 127 65 341 84 2618 NA
165 256 1236 552 1360 10550 58 46 737 103 73 339 81 2626 NA
93 247 1197 593 1279 10854 44 36 654 118 57 323 67 2591 1
92 253 1254 550 1389 11051 55 45 789 168 76 332 75 2632 NA
195 261 1243 600 1347 10507 58 46 650 187 76 354 66 2626 1
119 259 1244 626 1391 10991 57 47 693 86 64 332 79 2682 1
121 268 1247 614 1367 10775 55 50 676 142 65 355 69 2704 1
134 255 1261 602 1383 11053 38 43 712 117 67 362 76 2670 1
120 255 1183 562 1309 11066 55 46 657 136 62 360 71 2545 1
128 268 1256 625 1409 10731 55 45 713 106 73 351 69 2618 NA
105 280 1281 571 1371 10469 60 51 754 136 68 361 76 2574 1
151 264 1321 557 1423 10875 57 44 761 101 58 358 79 2595 NA
127 273 1230 619 1366 11053 73 42 674 184 71 342 78 2639 NA
98 267 1269 622 1385 10699 53 49 799 100 72 356 75 2637 1
82 240 1251 534 1353 10735 48 44 728 144 62 352 78 2652 1
175 268 1263 603 1405 11124 51 33 717 129 70 355 68 2532 1
102 257 1248 602 1401 10687 56 46 713 159 64 359 79 2691 NA
124 264 1237 585 1318 10848 43 37 690 200 59 344 69 2652 1
146 256 1287 617 1404 10657 49 48 679 134 54 358 75 2635 NA
96 253 1251 568 1371 10888 57 59 788 178 64 356 85 2627 NA
100 260 1273 579 1368 10558 50 37 698 150 74 355 67 2642 NA
131 278 1255 604 1396 10995 49 49 686 182 58 329 73 2744 1
87 260 1252 587 1382 10938 62 38 749 181 65 170 75 2668 NA
109 238 1201 568 1317 10752 62 48 685 147 65 359 75 2600 NA
116 256 1282 606 1356 10695 41 47 740 146 58 357 68 2697 1
123 263 1230 579 1340 10958 40 43 660 106 61 360 79 2630 NA
146 261 1275 601 1388 10721 57 41 771 162 67 354 75 2603 1
105 248 1217 581 1310 11034 66 38 717 171 71 371 73 2645 1
152 253 1262 590 1391 10969 54 50 816 158 62 337 73 2617 1
165 273 1243 622 1339 11124 42 28 696 150 66 338 67 2646 1
125 233 1254 559 1335 10895 43 34 749 180 80 344 73 2638 NA
