"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 24 11 22 11 100 5.67
"2" "kukd" 191 0 0 1 NA 73 12 76 13 100 2.62
"3" "kuku" 789 0 0 1 NA 319 25 322 21 100 2.47
"4" "pkd" 416 0 0 1 NA 158 18 159 15 100 2.63
"5" "pku" 870 0 0 1 NA 396 43 400 30 100 2.2
"6" "pp" 10342 0 0 1 NA 1449 50 1445 45 100 7.14
"7" "tdkd" 33 0.11 NA 0.91 NA 17 10 15 7 100 1.94
"8" "tdku" 25 0 0 1 NA 8 3 8 3 100 3.12
"9" "tdp" 578 0 0 1 NA 153 15 152 16 100 3.78
"10" "tdtd" 124 0 0 1 NA 30 18 25 15 100 4.13
"11" "tukd" 32 0.3 NA 0.73 NA 29 8 29 7 100 1.1
"12" "tuku" 0 1 NA 0.68 NA 0 1 0 0 100 NA
"13" "tup" 70 0.96 NA 0.04 NA 105 15 106 10 100 0.67
"14" "tutd" 29 0.19 NA 0.84 NA 23 7 22 6 100 1.26
"15" "tutu" 1135 0 0 1 NA 596 33 590 31 100 1.9
