"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 135 0 0 1 NA 14 10 11 10 100 9.64
"2" "kukd" 126 0 0 1 NA 40 11 41 11 100 3.15
"3" "kuku" 489 0 0 1 NA 164 17 166 16 100 2.98
"4" "pkd" 291 0 0 1 NA 83 16 81 15 100 3.51
"5" "pku" 530 0 0 1 NA 203 24 202 25 100 2.61
"6" "pp" 7762 0 0 1 NA 755 30 756 24 100 10.28
"7" "tdkd" 11 0.19 NA 0.87 NA 7 6 5 4 100 1.57
"8" "tdku" 13 0 0 1 NA 4 2 3 1 100 3.25
"9" "tdp" 450 0 0 1 NA 70 12 70 15 100 6.43
"10" "tdtd" 98 0 0 1 NA 12 11 8 7 100 8.17
"11" "tukd" 15 0.54 NA 0.56 NA 15 5 15 4 100 1
"12" "tuku" 0 1 NA 0.85 NA 0 0 0 0 100 NA
"13" "tup" 75 0.03 NA 0.97 NA 52 11 53 12 100 1.44
"14" "tutd" 13 0.2 NA 0.84 NA 10 4 9 3 100 1.3
"15" "tutu" 636 0 0 1 NA 299 22 296 21 100 2.13
