"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 44 15 41 13 100 4.23
"2" "kukd" 314 0 0 1 NA 152 21 151 19 100 2.07
"3" "kuku" 1399 0 0 1 NA 726 39 730 40 100 1.93
"4" "pkd" 734 0 0 1 NA 333 27 328 25 100 2.2
"5" "pku" 1514 0 0 1 NA 911 52 911 52 100 1.66
"6" "pp" 14281 0 0 1 NA 3160 89 3164 85 100 4.52
"7" "tdkd" 73 0.02 NA 0.99 NA 38 12 36 11 100 1.92
"8" "tdku" 46 0 0 1 NA 22 6 22 6 100 2.09
"9" "tdp" 861 0 0 1 NA 389 34 392 27 100 2.21
"10" "tdtd" 168 0.02 NA 0.98 NA 97 33 94 31 100 1.73
"11" "tukd" 63 0.46 NA 0.55 NA 63 11 62 11 100 1
"12" "tuku" 1 0.42 NA 0.84 NA 1 1 0 0 100 1
"13" "tup" 316 0 0 1 NA 252 33 257 21 100 1.25
"14" "tutd" 61 0.51 NA 0.51 NA 62 13 61 10 100 0.98
"15" "tutu" 2400 0 0 1 NA 1555 74 1543 83 100 1.54
