"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 43 15 43 15 100 4.33
"2" "kukd" 329 0 0 1 NA 163 20 162 21 100 2.02
"3" "kuku" 1477 0 0 1 NA 786 48 786 42 100 1.88
"4" "pkd" 762 0 0 1 NA 348 23 348 24 100 2.19
"5" "pku" 1598 0 0 1 NA 968 78 971 57 100 1.65
"6" "pp" 14731 0 0 1 NA 3405 87 3396 82 100 4.33
"7" "tdkd" 73 0.03 NA 0.97 NA 43 14 42 14 100 1.7
"8" "tdku" 51 0 0 1 NA 23 7 23 7 100 2.22
"9" "tdp" 920 0 0 1 NA 421 27 422 28 100 2.19
"10" "tdtd" 170 0.04 NA 0.96 NA 100 35 98 35 100 1.7
"11" "tukd" 71 0.51 NA 0.55 NA 70 12 71 10 100 1.01
"12" "tuku" 1 0.48 NA 0.82 NA 1 1 0 0 100 1
"13" "tup" 345 0 0 1 NA 284 24 283 27 100 1.21
"14" "tutd" 67 0.56 NA 0.47 NA 70 15 69 11 100 0.96
"15" "tutu" 2593 0 0 1 NA 1703 72 1700 77 100 1.52
