"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 149 0 0 1 NA 31 16 29 16 100 4.81
"2" "kukd" 234 0 0 1 NA 104 17 103 13 100 2.25
"3" "kuku" 1009 0 0 1 NA 468 28 468 35 100 2.16
"4" "pkd" 566 0 0 1 NA 225 24 226 21 100 2.52
"5" "pku" 1103 0 0 1 NA 586 42 584 47 100 1.88
"6" "pp" 11934 0 0 1 NA 2059 61 2054 62 100 5.8
"7" "tdkd" 37 0.14 NA 0.86 NA 25 11 23 10 100 1.48
"8" "tdku" 30 0 0 1 NA 13 5 13 4 100 2.31
"9" "tdp" 668 0 0 1 NA 233 19 232 20 100 2.87
"10" "tdtd" 133 0.01 NA 0.99 NA 52 24 48 20 100 2.56
"11" "tukd" 46 0.26 NA 0.79 NA 41 9 42 7 100 1.12
"12" "tuku" 0 1 NA 0.62 NA 1 1 0 0 100 0
"13" "tup" 101 0.96 NA 0.04 NA 157 22 162 19 100 0.64
"14" "tutd" 44 0.24 NA 0.78 NA 38 9 38 10 100 1.16
"15" "tutu" 1600 0 0 1 NA 918 48 915 49 100 1.74
