"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 38 NA 22 1 NA NA
"ku" "kd" 193 6 15 2 3 NA
"ku" "ku" 1256 7 6 6 4 1
"p" "kd" 436 7 36 12 1 NA
"p" "ku" 1534 5 3 16 1 3
"p" "p" 5198 4 21 104 3 1
"td" "kd" 68 NA 1 2 3 NA
"td" "ku" 24 NA NA NA 1 NA
"td" "p" 665 NA 3 NA 39 1
"td" "td" 160 NA NA NA 4 35
"tu" "kd" 97 NA 2 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 480 NA NA 5 NA NA
"tu" "td" 146 1 NA NA 1 10
"tu" "tu" 3127 NA NA 13 3 2
"kd" "kd" 29 NA 18 NA NA NA
"ku" "kd" 186 4 34 2 NA NA
"ku" "ku" 1284 14 14 13 1 1
"p" "kd" 492 4 31 5 NA NA
"p" "ku" 1640 9 4 10 NA NA
"p" "p" 5286 5 19 116 4 2
"td" "kd" 55 NA 1 NA NA NA
"td" "ku" 51 NA NA NA 1 NA
"td" "p" 635 NA NA 11 25 1
"td" "td" 199 NA NA NA 17 8
"tu" "kd" 116 NA 5 NA NA NA
"tu" "p" 504 1 1 3 NA NA
"tu" "td" 139 NA NA NA NA 2
"tu" "tu" 3272 NA NA 7 NA 3
"kd" "kd" 42 31 42 23 NA NA
"ku" "kd" 217 4 27 7 NA NA
"ku" "ku" 1104 7 17 5 3 4
"p" "kd" 482 12 29 6 NA NA
"p" "ku" 1430 8 3 13 6 4
"p" "p" 5279 7 16 135 5 3
"td" "kd" 49 NA 5 NA NA NA
"td" "ku" 29 NA NA NA 1 NA
"td" "p" 607 NA 2 5 32 1
"td" "td" 224 NA NA NA NA 29
"tu" "kd" 115 1 1 1 NA NA
"tu" "p" 484 NA NA 3 NA NA
"tu" "td" 110 NA NA NA NA 5
"tu" "tu" 3103 NA NA 11 1 6
"kd" "kd" 37 17 31 NA NA NA
"ku" "kd" 200 7 23 10 NA NA
"ku" "ku" 1207 13 10 14 NA 3
"p" "kd" 466 16 38 25 NA NA
"p" "ku" 1642 7 10 16 1 3
"p" "p" 5400 7 14 128 3 4
"td" "kd" 64 NA 18 16 3 NA
"td" "ku" 38 NA 1 1 1 NA
"td" "p" 634 NA 7 13 32 NA
"td" "td" 146 NA NA NA 4 12
"tu" "kd" 117 NA 5 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 472 NA 2 1 NA NA
"tu" "td" 95 NA NA 1 NA 7
"tu" "tu" 3291 NA NA 8 2 3
"kd" "kd" 48 5 3 NA NA NA
"ku" "kd" 229 5 15 4 NA NA
"ku" "ku" 1081 7 6 9 1 2
"p" "kd" 458 3 9 9 NA NA
"p" "ku" 1538 1 2 12 NA NA
"p" "p" 5251 3 10 123 4 2
"td" "kd" 89 NA 4 NA 1 NA
"td" "ku" 36 NA NA NA 1 NA
"td" "p" 688 NA 1 NA 37 3
"td" "td" 156 NA NA NA 29 25
"tu" "kd" 118 NA 1 2 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 494 NA NA 5 NA NA
"tu" "td" 106 NA NA NA NA 11
"tu" "tu" 3120 1 NA 8 4 8
"kd" "kd" 48 7 20 2 NA NA
"ku" "kd" 180 6 18 1 NA NA
"ku" "ku" 1174 6 9 7 2 NA
"p" "kd" 503 9 10 4 NA NA
"p" "ku" 1599 7 7 18 NA 1
"p" "p" 5466 6 8 90 3 NA
"td" "kd" 44 NA NA NA NA NA
"td" "ku" 44 NA NA NA 1 NA
"td" "p" 634 NA NA 1 38 NA
"td" "td" 135 NA NA NA 3 2
"tu" "kd" 87 1 1 NA NA NA
"tu" "p" 522 NA 2 5 NA 1
"tu" "td" 107 NA NA NA NA 5
"tu" "tu" 3145 1 2 9 NA 1
"kd" "kd" 35 1 1 NA NA NA
"ku" "kd" 185 1 17 2 1 NA
"ku" "ku" 1281 8 8 9 3 1
"p" "kd" 433 NA 10 10 NA NA
"p" "ku" 1550 4 4 17 1 NA
"p" "p" 5386 4 8 133 2 4
"td" "kd" 64 NA NA NA 3 NA
"td" "ku" 59 NA NA NA 6 NA
"td" "p" 643 NA 2 1 38 1
"td" "td" 161 NA NA 12 NA 4
"tu" "kd" 115 NA 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 497 1 NA 4 NA 1
"tu" "td" 115 NA NA 3 NA 11
"tu" "tu" 3088 1 NA 12 1 2
"kd" "kd" 29 5 8 NA NA NA
"ku" "kd" 202 4 24 2 1 NA
"ku" "ku" 1182 11 13 7 5 1
"p" "kd" 517 1 15 8 NA NA
"p" "ku" 1560 3 1 7 2 4
"p" "p" 5181 4 4 111 6 8
"td" "kd" 69 NA 1 1 2 NA
"td" "ku" 16 NA NA NA 2 NA
"td" "p" 641 NA NA 21 27 1
"td" "td" 212 NA NA NA 16 NA
"tu" "kd" 84 NA 5 NA 1 NA
"tu" "p" 450 NA 2 5 NA 1
"tu" "td" 122 NA NA 2 NA 10
"tu" "tu" 3190 NA NA 10 3 7
"kd" "kd" 47 25 23 NA NA NA
"ku" "kd" 180 2 17 2 1 NA
"ku" "ku" 1255 12 10 14 3 NA
"p" "kd" 235 7 30 6 NA NA
"p" "ku" 1568 8 7 7 NA 1
"p" "p" 5480 12 14 96 NA 1
"td" "kd" 75 NA 4 NA 2 NA
"td" "ku" 43 NA NA 1 2 NA
"td" "p" 657 NA 3 3 22 1
"td" "td" 171 NA NA NA NA 43
"tu" "kd" 117 1 5 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 495 1 NA 1 1 5
"tu" "td" 139 1 NA NA NA 9
"tu" "tu" 2980 NA NA 6 3 3
"kd" "kd" 53 7 2 NA NA NA
"ku" "kd" 221 2 21 6 NA NA
"ku" "ku" 1342 6 14 12 4 2
"p" "kd" 484 3 33 37 NA NA
"p" "ku" 1524 8 1 26 1 1
"p" "p" 5228 14 17 126 1 4
"td" "kd" 62 NA NA NA NA NA
"td" "ku" 32 NA NA 1 1 NA
"td" "p" 657 NA NA 11 13 2
"td" "td" 150 NA NA NA 44 58
"tu" "kd" 128 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 459 1 NA 9 NA NA
"tu" "td" 128 NA NA NA 3 7
"tu" "tu" 3062 NA NA 9 5 3
"kd" "kd" 46 NA 8 NA NA NA
"ku" "kd" 217 2 21 4 NA NA
"ku" "ku" 1258 9 5 9 NA NA
"p" "kd" 490 3 22 10 NA NA
"p" "ku" 1469 2 7 20 NA 1
"p" "p" 5250 6 10 105 NA 2
"td" "kd" 57 NA 2 1 2 NA
"td" "ku" 64 NA 2 NA 3 NA
"td" "p" 708 NA 1 4 20 1
"td" "td" 198 NA NA 4 32 12
"tu" "kd" 115 NA 1 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 489 NA NA 4 NA NA
"tu" "td" 149 1 NA NA NA 3
"tu" "tu" 3166 1 2 10 1 5
"kd" "kd" 54 15 10 NA NA NA
"ku" "kd" 246 7 37 6 NA NA
"ku" "ku" 1193 18 11 14 1 NA
"p" "kd" 531 5 29 16 NA NA
"p" "ku" 1473 13 10 18 NA 1
"p" "p" 5430 11 9 110 5 4
"td" "kd" 38 NA 1 NA 1 NA
"td" "ku" 37 NA NA NA 7 NA
"td" "p" 670 NA 1 6 59 1
"td" "td" 172 NA NA NA 25 12
"tu" "kd" 108 NA 4 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 455 NA 1 2 NA 1
"tu" "td" 110 1 NA NA 1 13
"tu" "tu" 3100 NA NA 9 NA 7
"kd" "kd" 28 18 33 3 NA NA
"ku" "kd" 134 20 37 1 NA NA
"ku" "ku" 1274 26 20 8 1 1
"p" "kd" 497 8 24 10 NA NA
"p" "ku" 1595 9 8 14 1 7
"p" "p" 5399 9 6 97 5 8
"td" "kd" 85 NA 10 NA NA NA
"td" "ku" 34 NA 1 NA 3 NA
"td" "p" 659 NA 11 5 50 2
"td" "td" 112 NA NA NA 25 14
"tu" "kd" 96 1 3 1 NA NA
"tu" "p" 494 NA NA 5 NA 1
"tu" "td" 121 NA NA NA NA 11
"tu" "tu" 3025 NA 1 4 4 5
"kd" "kd" 25 2 6 NA NA NA
"ku" "kd" 226 3 23 1 NA NA
"ku" "ku" 1180 8 22 9 2 1
"p" "kd" 466 1 18 14 NA NA
"p" "ku" 1573 1 8 19 2 1
"p" "p" 5267 NA 13 113 1 6
"td" "kd" 76 NA NA NA 1 NA
"td" "ku" 33 NA NA NA 1 NA
"td" "p" 623 NA NA 4 29 NA
"td" "td" 133 NA NA NA NA 102
"tu" "kd" 91 NA 5 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 392 NA NA 1 NA 1
"tu" "td" 158 NA NA 1 NA 9
"tu" "tu" 3265 NA 6 15 3 3
"kd" "kd" 49 3 7 NA NA NA
"ku" "kd" 186 1 17 3 NA NA
"ku" "ku" 1171 7 11 7 1 2
"p" "kd" 526 7 12 16 NA NA
"p" "ku" 1425 3 1 14 4 NA
"p" "p" 5468 2 5 129 6 5
"td" "kd" 73 NA 1 NA 1 NA
"td" "ku" 36 NA NA NA 4 NA
"td" "p" 611 NA 1 5 40 NA
"td" "td" 309 NA NA 3 11 NA
