"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 37 0 0 1 NA 12 5 11 4 100 3.08
"2" "kukd" 21 0.01 NA 1 NA 14 3 15 3 100 1.5
"3" "kuku" 12 0.1 NA 1 NA 10 1 11 1 100 1.2
"4" "pkd" 128 0 0 1 NA 78 12 79 9 100 1.64
"5" "pku" 12 0.73 NA 0.27 NA 17 5 19 1 100 0.71
"6" "pp" 193 0 0 1 NA 120 6 121 6 100 1.61
"7" "tdkd" 28 0.2 NA 0.81 NA 22 7 21 6 100 1.27
"8" "tdku" 10 0.08 NA 0.97 NA 6 2 6 2 100 1.67
"9" "tdp" 100 0.02 NA 0.99 NA 84 10 86 7 100 1.19
"10" "tdtd" 34 0.25 NA 0.79 NA 29 7 30 7 100 1.17
"11" "tukd" 8 0.7 NA 0.35 NA 9 2 9 3 100 0.89
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 19 0.08 NA 0.99 NA 14 4 15 3 100 1.36
"14" "tutd" 4 1 NA 0.02 NA 9 3 10 3 100 0.44
"15" "tutu" 11 0.3 NA 0.96 NA 10 1 10 1 100 1.1
