"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 36 0.01 NA 1 NA 13 6 12 6 100 2.77
"2" "kukd" 95 0 0 1 NA 45 10 44 8 100 2.11
"3" "kuku" 324 0 0 1 NA 135 16 135 15 100 2.4
"4" "pkd" 175 0 0 1 NA 56 11 56 10 100 3.12
"5" "pku" 266 0 0 1 NA 101 17 101 15 100 2.63
"6" "pp" 1883 0 0 1 NA 301 23 302 21 100 6.26
"7" "tdkd" 33 0 0 1 NA 9 4 9 4 100 3.67
"8" "tdku" 15 0.02 NA 0.98 NA 5 3 4 3 100 3
"9" "tdp" 101 0 0 1 NA 51 8 52 7 100 1.98
"10" "tdtd" 38 0 0 1 NA 18 7 17 7 100 2.11
"11" "tukd" 23 0.04 NA 0.97 NA 15 5 15 4 100 1.53
"12" "tuku" 0 1 NA 0.8 NA 0 1 0 0 100 NA
"13" "tup" 104 0 0 1 NA 44 10 45 10 100 2.36
"14" "tutd" 15 0.18 NA 0.84 NA 11 4 11 4 100 1.36
"15" "tutu" 236 0 0 1 NA 169 18 167 16 100 1.4
