"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 38 17 35 16 100 4.74
"2" "kukd" 266 0 0 1 NA 126 23 128 20 100 2.11
"3" "kuku" 1216 0 0 1 NA 612 45 604 44 100 1.99
"4" "pkd" 653 0 0 1 NA 272 29 276 21 100 2.4
"5" "pku" 1320 0 0 1 NA 754 48 746 45 100 1.75
"6" "pp" 13269 0 0 1 NA 2627 73 2636 77 100 5.05
"7" "tdkd" 61 0.02 NA 0.98 NA 31 11 29 12 100 1.97
"8" "tdku" 38 0 0 1 NA 17 6 17 6 100 2.24
"9" "tdp" 766 0 0 1 NA 306 26 304 26 100 2.5
"10" "tdtd" 157 0.01 NA 0.99 NA 71 29 66 24 100 2.21
"11" "tukd" 53 0.46 NA 0.57 NA 51 10 52 9 100 1.04
"12" "tuku" 0 1 NA 0.57 NA 1 1 0 0 100 0
"13" "tup" 266 0 0 1 NA 208 22 208 21 100 1.28
"14" "tutd" 52 0.37 NA 0.65 NA 50 11 48 9 100 1.04
"15" "tutu" 2005 0 0 1 NA 1228 62 1222 69 100 1.63
