"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 61 18 58 19 100 3.51
"2" "kukd" 438 0 0 1 NA 241 34 242 26 100 1.82
"3" "kuku" 2103 0 0 1 NA 1251 62 1249 59 100 1.68
"4" "pkd" 981 0 0 1 NA 524 31 523 25 100 1.87
"5" "pku" 2297 0 0 1 NA 1588 84 1580 81 100 1.45
"6" "pp" 18008 0 0 1 NA 5469 107 5472 103 100 3.29
"7" "tdkd" 88 0.05 NA 0.96 NA 63 15 62 15 100 1.4
"8" "tdku" 76 0 0 1 NA 40 10 41 10 100 1.9
"9" "tdp" 1205 0 0 1 NA 691 38 690 39 100 1.74
"10" "tdtd" 231 0.22 NA 0.79 NA 187 49 187 53 100 1.24
"11" "tukd" 111 0.48 NA 0.55 NA 111 13 109 12 100 1
"12" "tuku" 1 0.67 NA 0.7 NA 1 2 1 1 100 1
"13" "tup" 583 0.01 NA 0.99 NA 502 32 502 32 100 1.16
"14" "tutd" 123 0.53 NA 0.48 NA 124 21 124 20 100 0.99
"15" "tutu" 4391 0 0 1 NA 3163 102 3168 107 100 1.39
